component_id,name,observed_version,original_cpe,firmware_linkage_type,source,source_name,runtime_status,runtime_evidence,runtime_evidence_strength,upstream_product,upstream_vendor,product_identity_status,normalization_status,normalized_product_version,normalization_evidence,cpe_family_status,active_exact_match,deprecated_match,deprecated_resolution_status,deprecated_chain,resolved_active_cpe,active_product_family_match,stable_template_status,configuration_gate_passed,configuration_only_match,configuration_criteria,mapping_path,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,control_cpe_id,control_cpe_id_vs_gt,review_required,review_stage,review_reason,evidence_summary
199688,iptables-mod-ipopt,1.8.7-3,cpe:2.3:a:iptables-mod-ipopt:iptables-mod-ipopt:1.8.7-3:*:*:*:*:*:*:*,CONTROL_DIRECT,package/network/utils/iptables,iptables-mod-ipopt,NON_PRODUCT_RUNTIME,"Exact metadata identifies extensions to the canonical command, not the command implementation itself. Evidence: control+status with empty .list; version and architecture match; UP-IPTABLES; UP-IPTABLES-EXT.",MODERATE,iptables,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,cpe:/a:netfilter:iptables,GT_ABSENT,false,,,"Exact metadata identifies extensions to the canonical command, not the command implementation itself. Evidence: control+status with empty .list; version and architecture match; UP-IPTABLES; UP-IPTABLES-EXT."
199689,iptables-mod-ipsec,1.8.7-3,cpe:2.3:a:iptables-mod-ipsec:iptables-mod-ipsec:1.8.7-3:*:*:*:*:*:*:*,CONTROL_DIRECT,package/network/utils/iptables,iptables-mod-ipsec,NON_PRODUCT_RUNTIME,Exact metadata identifies added match capability rather than a principal iptables command/runtime. Evidence: control+status with empty .list; version and architecture match; UP-IPTABLES; UP-IPTABLES-EXT.,MODERATE,iptables,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,cpe:/a:netfilter:iptables,GT_ABSENT,false,,,Exact metadata identifies added match capability rather than a principal iptables command/runtime. Evidence: control+status with empty .list; version and architecture match; UP-IPTABLES; UP-IPTABLES-EXT.
199690,iptables,1.8.7-3,cpe:2.3:a:iptables:iptables:1.8.7-3:*:*:*:*:*:*:*,CONTROL_DIRECT,package/network/utils/iptables,iptables,PRODUCT_RUNTIME,carried forward from PRODUCT_RUNTIME v1; exact SBOM+control+status; Source siblings; UP-IPTABLES-1.8.7; UP-OPENWRT-POLICY,STRONG,iptables,netfilter,POSSIBLE_PRODUCT,PACKAGE_RELEASE_REMOVED,1.8.7,The official netfilter archive lists 1.8.7; exact siblings share 1.8.7-3 and OpenWrt policy distinguishes the -3 package revision. Evidence: exact SBOM+control+status; Source siblings; UP-IPTABLES-1.8.7; UP-OPENWRT-POLICY,UNIQUE_VERIFIED_FAMILY,false,false,,,,true,UNIQUE_STABLE_TEMPLATE,false,false,,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:netfilter:iptables:1.8.7:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,ACTIVE_FAMILY_EXACT_VERSION_ABSENT,"[""VENDOR"", ""VERSION""]",cpe:/a:netfilter:iptables,SAME_PART_VENDOR_PRODUCT,false,,,Reused fixed CPE family binding and official evidence from representative mapping case IPTABLES-01. | carried forward from PRODUCT_RUNTIME v1; exact SBOM+control+status; Source siblings; UP-IPTABLES-1.8.7; UP-OPENWRT-POLICY | The official netfilter archive lists 1.8.7; exact siblings share 1.8.7-3 and OpenWrt policy distinguishes the -3 package revision. Evidence: exact SBOM+control+status; Source siblings; UP-IPTABLES-1.8.7; UP-OPENWRT-POLICY
199691,iw-515,5.19-1,cpe:2.3:a:iw-515:iw-515:5.19-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/network/utils/iw-515,iw-515,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,POSSIBLE_PRODUCT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199692,iwinfo,2023-05-17-c9f5c3f7-1,cpe:2.3:a:iwinfo:iwinfo:2023-05-17-c9f5c3f7-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/network/utils/iwinfo,iwinfo,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,POSSIBLE_PRODUCT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199693,jshn,2024-03-29-eb9bcb64-2,cpe:2.3:a:jshn:jshn:2024-03-29-eb9bcb64-2:*:*:*:*:*:*:*,CONTROL_DIRECT,package/libs/libubox,jshn,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,POSSIBLE_PRODUCT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199694,jsonfilter,2018-02-04-c7e938d6-1,cpe:2.3:a:jsonfilter:jsonfilter:2018-02-04-c7e938d6-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/utils/jsonfilter,jsonfilter,REVIEW_REQUIRED,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal.",MODERATE,,,POSSIBLE_PRODUCT,NOT_EVALUATED_RUNTIME_REVIEW,,,NOT_EVALUATED,false,false,,,,false,,false,false,,REVIEW_STOP,,,,N/A,,NO_CONTROL_CPE_ID,true,PRODUCT_RUNTIME,NO_FIXED_OFFICIAL_RUNTIME_ROLE_EVIDENCE,"Exact firmware linkage is present, but the fixed local evidence registry does not establish the upstream defining function for this component. Structural package role alone is non-terminal."
199695,kernel,5.15.176-1-c87d2a600c553d5338b2de4b88b39f15,cpe:2.3:a:kernel:kernel:5.15.176-1-c87d2a600c553d5338b2de4b88b39f15:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kernel,NON_PRODUCT_RUNTIME,The exact package explicitly describes itself as virtual and owns no resident kernel image or module payload. Evidence: control+status with empty .list; version and architecture match; UP-LINUX; UP-LINUX-KBUILD.,STRONG,Linux kernel,,POSSIBLE_PRODUCT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,The exact package explicitly describes itself as virtual and owns no resident kernel image or module payload. Evidence: control+status with empty .list; version and architecture match; UP-LINUX; UP-LINUX-KBUILD.
199696,kmod-asn1-decoder,5.15.176-1,cpe:2.3:a:kmod-asn1-decoder:kmod-asn1-decoder:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-asn1-decoder,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: ,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: 
199697,kmod-cfg80211_515,5.15.176+6.5-1,cpe:2.3:a:kmod-cfg80211_515:kmod-cfg80211_515:5.15.176+6.5-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/mac80211_515,kmod-cfg80211_515,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /lib/modules/5.15.176/compat.ko | /lib/modules/5.15.176/cfg80211.ko,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /lib/modules/5.15.176/compat.ko | /lib/modules/5.15.176/cfg80211.ko
199698,kmod-crypto-acompress,5.15.176-1,cpe:2.3:a:kmod-crypto-acompress:kmod-crypto-acompress:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-acompress,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-acompress,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-acompress
199699,kmod-crypto-aead,5.15.176-1,cpe:2.3:a:kmod-crypto-aead:kmod-crypto-aead:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-aead,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules-boot.d/09-crypto-aead | /etc/modules.d/09-crypto-aead,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules-boot.d/09-crypto-aead | /etc/modules.d/09-crypto-aead
199700,kmod-crypto-arc4,5.15.176-1,cpe:2.3:a:kmod-crypto-arc4:kmod-crypto-arc4:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-arc4,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: ,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: 
199701,kmod-crypto-authenc,5.15.176-1,cpe:2.3:a:kmod-crypto-authenc:kmod-crypto-authenc:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-authenc,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-authenc,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-authenc
199702,kmod-crypto-cbc,5.15.176-1,cpe:2.3:a:kmod-crypto-cbc:kmod-crypto-cbc:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-cbc,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-cbc,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-cbc
199703,kmod-crypto-ccm,5.15.176-1,cpe:2.3:a:kmod-crypto-ccm:kmod-crypto-ccm:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-ccm,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ccm,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ccm
199704,kmod-crypto-cmac,5.15.176-1,cpe:2.3:a:kmod-crypto-cmac:kmod-crypto-cmac:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-cmac,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-cmac,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-cmac
199705,kmod-crypto-crc32c,5.15.176-1,cpe:2.3:a:kmod-crypto-crc32c:kmod-crypto-crc32c:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-crc32c,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/04-crypto-crc32c | /etc/modules-boot.d/04-crypto-crc32c,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/04-crypto-crc32c | /etc/modules-boot.d/04-crypto-crc32c
199706,kmod-crypto-ctr,5.15.176-1,cpe:2.3:a:kmod-crypto-ctr:kmod-crypto-ctr:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-ctr,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ctr,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ctr
199707,kmod-crypto-deflate,5.15.176-1,cpe:2.3:a:kmod-crypto-deflate:kmod-crypto-deflate:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-deflate,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-deflate,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-deflate
199708,kmod-crypto-des,5.15.176-1,cpe:2.3:a:kmod-crypto-des:kmod-crypto-des:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-des,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-des,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-des
199709,kmod-crypto-ecb,5.15.176-1,cpe:2.3:a:kmod-crypto-ecb:kmod-crypto-ecb:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-ecb,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ecb,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ecb
199710,kmod-crypto-echainiv,5.15.176-1,cpe:2.3:a:kmod-crypto-echainiv:kmod-crypto-echainiv:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-echainiv,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-echainiv,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-echainiv
199711,kmod-crypto-gcm,5.15.176-1,cpe:2.3:a:kmod-crypto-gcm:kmod-crypto-gcm:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-gcm,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-gcm,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-gcm
199712,kmod-crypto-gf128,5.15.176-1,cpe:2.3:a:kmod-crypto-gf128:kmod-crypto-gf128:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-gf128,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-gf128,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-gf128
199713,kmod-crypto-ghash,5.15.176-1,cpe:2.3:a:kmod-crypto-ghash:kmod-crypto-ghash:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-ghash,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ghash,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-ghash
199714,kmod-crypto-hash,5.15.176-1,cpe:2.3:a:kmod-crypto-hash:kmod-crypto-hash:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-hash,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/02-crypto-hash | /etc/modules-boot.d/02-crypto-hash,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/02-crypto-hash | /etc/modules-boot.d/02-crypto-hash
199715,kmod-crypto-hmac,5.15.176-1,cpe:2.3:a:kmod-crypto-hmac:kmod-crypto-hmac:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-hmac,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-hmac,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: /etc/modules.d/09-crypto-hmac
199716,kmod-crypto-kpp,5.15.176-1,cpe:2.3:a:kmod-crypto-kpp:kmod-crypto-kpp:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-kpp,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: ,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: 
199717,kmod-crypto-lib-blake2s,5.15.176-1,cpe:2.3:a:kmod-crypto-lib-blake2s:kmod-crypto-lib-blake2s:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-lib-blake2s,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: ,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: 
199718,kmod-crypto-lib-chacha20,5.15.176-1,cpe:2.3:a:kmod-crypto-lib-chacha20:kmod-crypto-lib-chacha20:5.15.176-1:*:*:*:*:*:*:*,CONTROL_DIRECT,package/kernel/linux,kmod-crypto-lib-chacha20,NON_PRODUCT_RUNTIME,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: ,STRONG,,,PARTIAL_OR_SPLIT_COMPONENT,NO_PRODUCT_VERSION,,,NOT_EVALUATED,false,false,,,,false,,false,false,,SKIPPED_NON_PRODUCT_RUNTIME,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_PRODUCT_RUNTIME,N/A,,NO_CONTROL_CPE_ID,false,,,Exact control/list/status payload places the component in the rulebook-explicit accessory class KERNEL_OR_KMOD; representative paths: 
