component_id,name,observed_version,source,source_name,description,representative_paths,pass_a_status,audited_actual_product,audited_actual_vendor,audited_product_version,pass_a_product_evidence,pass_a_version_evidence,evidence_references,audit_evidence_strength,circular_evidence_risk,audited_cpe_family,active_family_count,deprecated_family_count,active_exact_any_count,active_exact_compatible_count,deprecated_exact_compatible_count,family_template_observation_count,audited_cpe_resolution_path,audited_gt_cpe,audited_validation_result,audited_discrepancy_fields,final_gt_is_deprecated,current_actual_product,current_product_version,current_gt_cpe,current_validation_result,current_discrepancy_fields,comparison_status,final_audit_status,product_correction,version_correction,gt_cpe_correction,validation_result_correction,discrepancy_field_correction,recommended_value,correction_reason,notes
199891,libpcre2,10.37-5,package/libs/pcre2,libpcre2,A Perl Compatible Regular Expression library,/usr/lib/libpcre2-8.so.0.10.2 | /usr/lib/libpcre2-posix.so.3.0.0,PRODUCT_VERSION_CONFIRMED,PCRE2,PCRE project,10.37,Exact firmware metadata names libpcre2; Source=package/libs/pcre2; Description=A Perl Compatible Regular Expression library; installed payload=/usr/lib/libpcre2-8.so.0.10.2 | /usr/lib/libpcre2-posix.so.3.0.0. These fields identify the PCRE2 product boundary without Original CPE or control CPE-ID input.,Exact installed Version 10.37-5 and Source package/libs/pcre2 identify upstream version 10.37; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:pcre:pcre2,19,0,1,1,0,17,ACTIVE_EXACT,cpe:2.3:a:pcre:pcre2:10.37:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,PCRE2,10.37,cpe:2.3:a:pcre:pcre2:10.37:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199913,libusb-1.0-0,1.0.24-5,package/libs/libusb,libusb-1.0,"libusb is a C library that gives applications easy access to USB devices on
many different operating systems.",/usr/lib/libusb-1.0.so.0.3.0 | /usr/lib/libusb-1.0.so.0,PRODUCT_VERSION_CONFIRMED,libusb,libusb project,1.0.24,"Exact firmware metadata names libusb-1.0-0; Source=package/libs/libusb; Description=libusb is a C library that gives applications easy access to USB devices on
many different operating systems.; installed payload=/usr/lib/libusb-1.0.so.0.3.0 | /usr/lib/libusb-1.0.so.0. These fields identify the libusb product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.0.24-5 and Source package/libs/libusb identify upstream version 1.0.24; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY"", ""UP-LIBUSB-1.0.24""]",STRONG,false,a:libusb:libusb,78,0,2,1,0,7,ACTIVE_EXACT,cpe:2.3:a:libusb:libusb:1.0.24:-:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION"", ""UPDATE""]",false,libusb,1.0.24,cpe:2.3:a:libusb:libusb:1.0.24:-:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION"", ""UPDATE""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199920,lua,5.1.5-9,package/utils/lua,lua,"Lua is a powerful light-weight programming language designed for extending 
applications. Lua is also frequently used as a general-purpose, stand-alone
language. Lua is free software.
This package contains the Lua language interpreter.",/usr/bin/lua | /usr/bin/lua5.1,PRODUCT_VERSION_CONFIRMED,Lua,Lua project,5.1.5,"Exact firmware metadata names lua; Source=package/utils/lua; Description=Lua is a powerful light-weight programming language designed for extending 
applications. Lua is also frequently used as a general-purpose, stand-alone
language. Lua is free software.
This package contains the Lua language interpreter.; installed payload=/usr/bin/lua | /usr/bin/lua5.1. These fields identify the Lua product boundary without Original CPE or control CPE-ID input.",Exact installed Version 5.1.5-9 and Source package/utils/lua identify upstream version 5.1.5; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY"", ""UP-LUA-5.1.5""]",STRONG,false,a:lua:lua,54,0,0,0,0,24,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:lua:lua:5.1.5:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VERSION""]",false,Lua,5.1.5,cpe:2.3:a:lua:lua:5.1.5:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199933,minizip,4.0.7-2,package/utils/minizip,minizip,"minizip is a zip manipulation library written in C that is supported on Windows, macOS, and Linux",/usr/bin/minizip,PRODUCT_VERSION_CONFIRMED,minizip-ng,zlib-ng project,4.0.7,"Exact firmware metadata names minizip; Source=package/utils/minizip; Description=minizip is a zip manipulation library written in C that is supported on Windows, macOS, and Linux; installed payload=/usr/bin/minizip. These fields identify the minizip-ng product boundary without Original CPE or control CPE-ID input.",Exact installed Version 4.0.7-2 and Source package/utils/minizip identify upstream version 4.0.7; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:zlib-ng:minizip-ng,85,0,1,1,0,85,ACTIVE_EXACT,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,minizip-ng,4.0.7,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199956,open62541,v1.4.0-r,package/libs/open62541,open62541,Open source implementation of OPC UA (OPC Unified Architecture) aka IEC 62541 licensed under Mozilla Public License v2.0,/usr/lib/libopen62541.so.0.0.0 | /usr/lib/libopen62541.so,PRODUCT_VERSION_CONFIRMED,open62541,open62541 project,1.4.0,Exact firmware metadata names open62541; Source=package/libs/open62541; Description=Open source implementation of OPC UA (OPC Unified Architecture) aka IEC 62541 licensed under Mozilla Public License v2.0; installed payload=/usr/lib/libopen62541.so.0.0.0 | /usr/lib/libopen62541.so. These fields identify the open62541 product boundary without Original CPE or control CPE-ID input.,The exact installed identifier v1.4.0-r and official v1.4.0 release evidence establish upstream open62541 1.4.0; the leading v and build release marker are not upstream pre-release qualifiers.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY"", ""UP-OPEN62541-1.4.0""]",STRONG,false,a:open62541:open62541,48,0,0,0,0,6,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:open62541:open62541:1.4.0:-:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VERSION"", ""UPDATE""]",false,open62541,1.4.0,cpe:2.3:a:open62541:open62541:1.4.0:-:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VERSION"", ""UPDATE""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199959,openvpn-openssl,2.6.9-5,package/network/services/openvpn,openvpn-openssl,Open source VPN solution using OpenSSL,/usr/sbin/openvpn | /usr/libexec/openvpn-hotplug | /etc/openvpn/express_template.ovpn | /etc/openvpn.user | /lib/functions/openvpn.sh | /usr/share/openvpn/openvpn.options,PRODUCT_VERSION_CONFIRMED,OpenVPN,OpenVPN,2.6.9,Exact firmware metadata names openvpn-openssl; Source=package/network/services/openvpn; Description=Open source VPN solution using OpenSSL; installed payload=/usr/sbin/openvpn | /usr/libexec/openvpn-hotplug | /etc/openvpn/express_template.ovpn | /etc/openvpn.user | /lib/functions/openvpn.sh | /usr/share/openvpn/openvpn.options. These fields identify the OpenVPN product boundary without Original CPE or control CPE-ID input.,Exact installed Version 2.6.9-5 and Source package/network/services/openvpn identify upstream version 2.6.9; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:openvpn:openvpn,279,117,1,1,0,95,ACTIVE_EXACT,cpe:2.3:a:openvpn:openvpn:2.6.9:*:*:*:community:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION"", ""SW_EDITION""]",false,OpenVPN,2.6.9,cpe:2.3:a:openvpn:openvpn:2.6.9:*:*:*:community:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION"", ""SW_EDITION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
200023,strongswan,5.9.14-24,package/network/services/strongswan,strongswan,"StrongSwan is an OpenSource IPsec implementation for the Linux operating system.
This package contains shared libraries and scripts.",/usr/lib/ipsec/libstrongswan.so.0 | /usr/lib/ipsec/libstrongswan.so.0.0.0 | /etc/strongswan.conf | /etc/config/ipsec | /lib/upgrade/keep.d/strongswan,PRODUCT_VERSION_CONFIRMED,strongSwan,strongSwan,5.9.14,"Exact firmware metadata names strongswan; Source=package/network/services/strongswan; Description=StrongSwan is an OpenSource IPsec implementation for the Linux operating system.
This package contains shared libraries and scripts.; installed payload=/usr/lib/ipsec/libstrongswan.so.0 | /usr/lib/ipsec/libstrongswan.so.0.0.0 | /etc/strongswan.conf | /etc/config/ipsec | /lib/upgrade/keep.d/strongswan. These fields identify the strongSwan product boundary without Original CPE or control CPE-ID input.",Exact installed Version 5.9.14-24 and Source package/network/services/strongswan identify upstream version 5.9.14; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""LOCAL-04"", ""LOCAL-06"", ""UP-OPENWRT-POLICY""]",STRONG,false,a:strongswan:strongswan,214,0,0,0,0,14,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VERSION"", ""UPDATE""]",false,strongSwan,5.9.14,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VERSION"", ""UPDATE""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
200192,zlib,1.2.11-4,package/libs/zlib,zlib,"zlib is a lossless data-compression library.
This package includes the shared library.",/usr/lib/libz.so.1.2.11 | /usr/lib/libz.so.1,PRODUCT_VERSION_CONFIRMED,zlib,zlib,1.2.11,"Exact firmware metadata names zlib; Source=package/libs/zlib; Description=zlib is a lossless data-compression library.
This package includes the shared library.; installed payload=/usr/lib/libz.so.1.2.11 | /usr/lib/libz.so.1. These fields identify the zlib product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.2.11-4 and Source package/libs/zlib identify upstream version 1.2.11; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:zlib:zlib,82,0,1,1,0,81,ACTIVE_EXACT,cpe:2.3:a:zlib:zlib:1.2.11:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VERSION""]",false,zlib,1.2.11,cpe:2.3:a:zlib:zlib:1.2.11:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
200193,linux_kernel,5.15.176,NON_OPKG_DIRECT_ARTIFACT,linux_kernel,properties source_path -> /logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin; exact firmware uImage identifies Linux 5.15.176; module paths are present under /lib/modules/5.15.176,/logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/compat.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/ovpn-dco-v2.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/cfg80211.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/pulse_counter.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/gpio-button-hotplug.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mt7603e.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/tlt_gpio.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mac80211.ko,PRODUCT_VERSION_CONFIRMED,Linux kernel,Linux,5.15.176,Exact firmware metadata names linux_kernel; Source=NON_OPKG_DIRECT_ARTIFACT; Description=properties source_path -> /logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin; exact firmware uImage identifies Linux 5.15.176; module paths are present under /lib/modules/5.15.176; installed payload=/logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/compat.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/ovpn-dco-v2.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/cfg80211.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/pulse_counter.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/gpio-button-hotplug.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mt7603e.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/tlt_gpio.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mac80211.ko. These fields identify the Linux kernel product boundary without Original CPE or control CPE-ID input.,The exact uImage banner identifies Linux 5.15.176 and the firmware contains a matching /lib/modules/5.15.176 tree.,"[""LOCAL-01"", ""LOCAL-04"", ""LOCAL-06""]",STRONG,false,o:linux:linux_kernel,6270,135,1,1,0,5082,ACTIVE_EXACT,cpe:2.3:o:linux:linux_kernel:5.15.176:*:*:*:*:*:*:*,CPE_CONFIRMED,[],false,Linux kernel,5.15.176,cpe:2.3:o:linux:linux_kernel:5.15.176:*:*:*:*:*:*:*,CPE_CONFIRMED,[],NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
200196,sqlite,3.41.2,NON_OPKG_DIRECT_ARTIFACT,sqlite,properties source_path -> /usr/lib/libsqlite3.so.0.8.6; detector identity/version evidence retained from exact firmware,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/libsqlite3.so.0.8.6,PRODUCT_VERSION_CONFIRMED,SQLite,SQLite,3.41.2,Exact firmware metadata names sqlite; Source=NON_OPKG_DIRECT_ARTIFACT; Description=properties source_path -> /usr/lib/libsqlite3.so.0.8.6; detector identity/version evidence retained from exact firmware; installed payload=/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/libsqlite3.so.0.8.6. These fields identify the SQLite product boundary without Original CPE or control CPE-ID input.,The exact libsqlite3 binary detector reports 3.41.2; the installed opkg SQLite runtime independently corroborates the same upstream release.,"[""LOCAL-01"", ""UP-SQLITE-3.41.2""]",STRONG,false,a:sqlite:sqlite,372,0,1,1,0,372,ACTIVE_EXACT,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,CPE_CONFIRMED,[],false,SQLite,3.41.2,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,CPE_CONFIRMED,[],NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
200198,wpa_supplicant,2.11-devel,NON_OPKG_DIRECT_ARTIFACT,wpa_supplicant,properties source_path -> /usr/sbin/wpad; detector identity/version evidence retained from exact firmware,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/sbin/wpad,PRODUCT_VERSION_CONFIRMED,wpa_supplicant,w1.fi,2.11-devel,"Exact firmware binary /usr/sbin/wpad contains the direct identifier 'wpa_supplicant v2.11-devel', independently identifying the embedded wpa_supplicant implementation.","The exact binary identifier includes the upstream '-devel' qualifier. The official w1.fi archive separately publishes the final 2.11 release, so the qualifier is preserved in the product version and represented as CPE version=2.11, update=devel under the approved policy.","[""LOCAL-01"", ""LOCAL-11"", ""UP-WPA-2.11""]",STRONG,false,a:w1.fi:wpa_supplicant,77,0,0,0,0,2,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:w1.fi:wpa_supplicant:2.11:devel:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""UPDATE""]",false,wpa_supplicant,2.11-devel,cpe:2.3:a:w1.fi:wpa_supplicant:2.11:devel:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""UPDATE""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
200199,openwrt,21.02.0:r16279-5cc0535800,NON_OPKG_DIRECT_ARTIFACT,openwrt,properties source_path -> /etc/openwrt_release; detector identity/version evidence retained from exact firmware,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/etc/openwrt_release,PRODUCT_VERSION_CONFIRMED,OpenWrt,OpenWrt,21.02.0,Exact firmware metadata names openwrt; Source=NON_OPKG_DIRECT_ARTIFACT; Description=properties source_path -> /etc/openwrt_release; detector identity/version evidence retained from exact firmware; installed payload=/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/etc/openwrt_release. These fields identify the OpenWrt product boundary without Original CPE or control CPE-ID input.,The exact /etc/openwrt_release value identifies release 21.02.0 and its build revision; the official release archive corroborates 21.02.0 as the product release represented by the CPE version field.,"[""LOCAL-01"", ""UP-OPENWRT-21.02.0""]",STRONG,false,o:openwrt:openwrt,100,2,5,1,0,8,ACTIVE_EXACT,cpe:2.3:o:openwrt:openwrt:21.02.0:-:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""UPDATE""]",false,OpenWrt,21.02.0,cpe:2.3:o:openwrt:openwrt:21.02.0:-:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""UPDATE""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
