component_id,name,observed_version,original_cpe,source,source_name,description,payload_summary,actual_product,actual_vendor,actual_product_version,product_classification,product_reason,product_evidence,version_reason,version_evidence,cpe_family,cpe_family_binding_basis,cpe_resolution_path,active_exact_match,deprecated_match,deprecated_resolution,resolved_active_cpe,configuration_gate_passed,configuration_only_match,configuration_criteria,proposed_gt_cpe,proposed_decision,decision_reason,discrepancy_fields,evidence_strength,human_validation_required,human_validation_reason,exact_firmware_evidence
199813,kmod-udptunnel4,5.15.176-1,cpe:2.3:a:kmod-udptunnel4:kmod-udptunnel4:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-udptunnel4,IPv4 UDP tunneling support,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/32-udptunnel4,kmod udptunnel4,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=IPv4 UDP tunneling support; paths=/etc/modules.d/32-udptunnel4,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-udptunnel4.control; list=/usr/lib/opkg/info/kmod-udptunnel4.list; status_version_matches=True
199814,kmod-udptunnel6,5.15.176-1,cpe:2.3:a:kmod-udptunnel6:kmod-udptunnel6:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-udptunnel6,IPv6 UDP tunneling support,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/32-udptunnel6,kmod udptunnel6,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=IPv6 UDP tunneling support; paths=/etc/modules.d/32-udptunnel6,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-udptunnel6.control; list=/usr/lib/opkg/info/kmod-udptunnel6.list; status_version_matches=True
199815,kmod-usb-acm,5.15.176-1,cpe:2.3:a:kmod-usb-acm:kmod-usb-acm:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-acm,Kernel support for USB ACM devices (modems/isdn controllers),files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-acm,kmod usb acm,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB ACM devices (modems/isdn controllers); paths=/etc/modules.d/usb-acm,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-acm.control; list=/usr/lib/opkg/info/kmod-usb-acm.list; status_version_matches=True
199816,kmod-usb-core,5.15.176-1,cpe:2.3:a:kmod-usb-core:kmod-usb-core:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-core,Kernel support for USB,files=2; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/20-usb-core | /etc/modules-boot.d/20-usb-core,kmod usb core,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB; paths=/etc/modules.d/20-usb-core | /etc/modules-boot.d/20-usb-core,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-core.control; list=/usr/lib/opkg/info/kmod-usb-core.list; status_version_matches=True
199817,kmod-usb-ehci,5.15.176-1,cpe:2.3:a:kmod-usb-ehci:kmod-usb-ehci:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-ehci,EHCI controller support,files=2; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules-boot.d/35-usb-ehci | /etc/modules.d/35-usb-ehci,kmod usb ehci,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=EHCI controller support; paths=/etc/modules-boot.d/35-usb-ehci | /etc/modules.d/35-usb-ehci,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-ehci.control; list=/usr/lib/opkg/info/kmod-usb-ehci.list; status_version_matches=True
199818,kmod-usb-net-cdc-ether,5.15.176-1,cpe:2.3:a:kmod-usb-net-cdc-ether:kmod-usb-net-cdc-ether:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-net-cdc-ether,Kernel support for USB CDC Ethernet devices,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-net-cdc-ether,kmod usb net cdc ether,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB CDC Ethernet devices; paths=/etc/modules.d/usb-net-cdc-ether,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-net-cdc-ether.control; list=/usr/lib/opkg/info/kmod-usb-net-cdc-ether.list; status_version_matches=True
199819,kmod-usb-net-cdc-ncm,5.15.176-1,cpe:2.3:a:kmod-usb-net-cdc-ncm:kmod-usb-net-cdc-ncm:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-net-cdc-ncm,Kernel support for CDC NCM connections,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-net-cdc-ncm,kmod usb net cdc ncm,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for CDC NCM connections; paths=/etc/modules.d/usb-net-cdc-ncm,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-net-cdc-ncm.control; list=/usr/lib/opkg/info/kmod-usb-net-cdc-ncm.list; status_version_matches=True
199820,kmod-usb-net-qmi-wwan,5.15.176-1,cpe:2.3:a:kmod-usb-net-qmi-wwan:kmod-usb-net-qmi-wwan:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-net-qmi-wwan,QMI WWAN driver for Qualcomm MSM based 3G and LTE modems,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-net-qmi-wwan,kmod usb net qmi wwan,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=QMI WWAN driver for Qualcomm MSM based 3G and LTE modems; paths=/etc/modules.d/usb-net-qmi-wwan,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-net-qmi-wwan.control; list=/usr/lib/opkg/info/kmod-usb-net-qmi-wwan.list; status_version_matches=True
199821,kmod-usb-net-rndis,5.15.176-1,cpe:2.3:a:kmod-usb-net-rndis:kmod-usb-net-rndis:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-net-rndis,Kernel support for RNDIS connections,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-net-rndis,kmod usb net rndis,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for RNDIS connections; paths=/etc/modules.d/usb-net-rndis,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-net-rndis.control; list=/usr/lib/opkg/info/kmod-usb-net-rndis.list; status_version_matches=True
199822,kmod-usb-net,5.15.176-1,cpe:2.3:a:kmod-usb-net:kmod-usb-net:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-net,Kernel modules for USB-to-Ethernet convertors,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-net,kmod usb net,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel modules for USB-to-Ethernet convertors; paths=/etc/modules.d/usb-net,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-net.control; list=/usr/lib/opkg/info/kmod-usb-net.list; status_version_matches=True
199823,kmod-usb-serial-ark3116,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ark3116:kmod-usb-serial-ark3116:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-ark3116,Kernel support for ArkMicroChips ARK3116 USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-ark3116,kmod usb serial ark3116,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for ArkMicroChips ARK3116 USB-to-Serial converters; paths=/etc/modules.d/usb-serial-ark3116,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-ark3116.control; list=/usr/lib/opkg/info/kmod-usb-serial-ark3116.list; status_version_matches=True
199824,kmod-usb-serial-belkin,5.15.176-1,cpe:2.3:a:kmod-usb-serial-belkin:kmod-usb-serial-belkin:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-belkin,Kernel support for Belkin USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-belkin,kmod usb serial belkin,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for Belkin USB-to-Serial converters; paths=/etc/modules.d/usb-serial-belkin,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-belkin.control; list=/usr/lib/opkg/info/kmod-usb-serial-belkin.list; status_version_matches=True
199825,kmod-usb-serial-ch341,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ch341:kmod-usb-serial-ch341:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-ch341,Kernel support for Winchiphead CH341 USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-ch341,kmod usb serial ch341,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for Winchiphead CH341 USB-to-Serial converters; paths=/etc/modules.d/usb-serial-ch341,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-ch341.control; list=/usr/lib/opkg/info/kmod-usb-serial-ch341.list; status_version_matches=True
199826,kmod-usb-serial-ch343,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ch343:kmod-usb-serial-ch343:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-ch343,Kernel support for Winchiphead CH343 USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-ch343,kmod usb serial ch343,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for Winchiphead CH343 USB-to-Serial converters; paths=/etc/modules.d/usb-serial-ch343,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-ch343.control; list=/usr/lib/opkg/info/kmod-usb-serial-ch343.list; status_version_matches=True
199827,kmod-usb-serial-cp210x,5.15.176-1,cpe:2.3:a:kmod-usb-serial-cp210x:kmod-usb-serial-cp210x:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-cp210x,Kernel support for Silicon Labs cp210x USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-cp210x,kmod usb serial cp210x,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for Silicon Labs cp210x USB-to-Serial converters; paths=/etc/modules.d/usb-serial-cp210x,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-cp210x.control; list=/usr/lib/opkg/info/kmod-usb-serial-cp210x.list; status_version_matches=True
199828,kmod-usb-serial-cypress-m8,5.15.176-1,cpe:2.3:a:kmod-usb-serial-cypress-m8:kmod-usb-serial-cypress-m8:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-cypress-m8,"Kernel support for devices with Cypress M8 USB to Serial chip
(for example, the Delorme Earthmate LT-20 GPS)
Supported microcontrollers in the CY4601 family are:
CY7C63741 CY7C63742 CY7C63743 CY7C64013",files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-cypress-m8,kmod usb serial cypress m8,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,"Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for devices with Cypress M8 USB to Serial chip
(for example, the Delorme Earthmate LT-20 GPS)
Supported microcontrollers in the CY4601 family are:
CY7C63741 CY7C63742 CY7C63743 CY7C64013; paths=/etc/modules.d/usb-serial-cypress-m8",OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-cypress-m8.control; list=/usr/lib/opkg/info/kmod-usb-serial-cypress-m8.list; status_version_matches=True
199829,kmod-usb-serial-ftdi,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ftdi:kmod-usb-serial-ftdi:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-ftdi,Kernel support for FTDI USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-ftdi,kmod usb serial ftdi,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for FTDI USB-to-Serial converters; paths=/etc/modules.d/usb-serial-ftdi,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-ftdi.control; list=/usr/lib/opkg/info/kmod-usb-serial-ftdi.list; status_version_matches=True
199830,kmod-usb-serial-option,5.15.176-1,cpe:2.3:a:kmod-usb-serial-option:kmod-usb-serial-option:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-option,Kernel support for Option HSDPA modems,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-option,kmod usb serial option,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for Option HSDPA modems; paths=/etc/modules.d/usb-serial-option,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-option.control; list=/usr/lib/opkg/info/kmod-usb-serial-option.list; status_version_matches=True
199831,kmod-usb-serial-pl2303,5.15.176-1,cpe:2.3:a:kmod-usb-serial-pl2303:kmod-usb-serial-pl2303:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-pl2303,Kernel support for Prolific PL2303 USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-pl2303,kmod usb serial pl2303,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for Prolific PL2303 USB-to-Serial converters; paths=/etc/modules.d/usb-serial-pl2303,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-pl2303.control; list=/usr/lib/opkg/info/kmod-usb-serial-pl2303.list; status_version_matches=True
199832,kmod-usb-serial-wwan,5.15.176-1,cpe:2.3:a:kmod-usb-serial-wwan:kmod-usb-serial-wwan:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial-wwan,Kernel support for USB GSM and CDMA modems,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial-wwan,kmod usb serial wwan,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB GSM and CDMA modems; paths=/etc/modules.d/usb-serial-wwan,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial-wwan.control; list=/usr/lib/opkg/info/kmod-usb-serial-wwan.list; status_version_matches=True
199833,kmod-usb-serial,5.15.176-1,cpe:2.3:a:kmod-usb-serial:kmod-usb-serial:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-serial,Kernel support for USB-to-Serial converters,files=1; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules.d/usb-serial,kmod usb serial,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB-to-Serial converters; paths=/etc/modules.d/usb-serial,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-serial.control; list=/usr/lib/opkg/info/kmod-usb-serial.list; status_version_matches=True
199834,kmod-usb-storage,5.15.176-1,cpe:2.3:a:kmod-usb-storage:kmod-usb-storage:5.15.176-1:*:*:*:*:*:*:*,package/kernel/linux,kmod-usb-storage,Kernel support for USB Mass Storage devices,files=2; exec=0; lib=0; plugin=0; kmod=0; paths=/etc/modules-boot.d/usb-storage | /etc/modules.d/usb-storage,kmod usb storage,OpenWrt/upstream source,5.15.176-1,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,Kernel package/module is a bounded kernel subcomponent; the Linux parent CPE is not inherited.,Exact control/list/status: Source=package/kernel/linux; role=KERNEL_OR_KMOD; Description=Kernel support for USB Mass Storage devices; paths=/etc/modules-boot.d/usb-storage | /etc/modules.d/usb-storage,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,Exact installed control Version equals the SBOM version; no parent product version is inferred.,,,NO_DIRECT_CPE,,,NOT_ENCOUNTERED,,false,false,,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,NON_DIRECT_SUBCOMPONENT,N/A,STRONG,false,,control=/usr/lib/opkg/info/kmod-usb-storage.control; list=/usr/lib/opkg/info/kmod-usb-storage.list; status_version_matches=True
