component_id,component_name,sbom_version,source,source_name,description,depends,representative_paths,sibling_packages,package_role,product_identity_status,actual_product,actual_product_version,canonical_gt_cpe,group_type,duplicate_group_id,duplicate_group_status,representative_component,current_gt_cpe,recommended_gt_cpe,current_validation_result,recommended_validation_result,recommendation,reason,expected_discrepancy_after_change,exact_firmware_evidence
199882,libnghttp2-14,1.43.0-1,package/libs/nghttp2,libnghttp2,C library implementing the framing layer of the HTTP/2 protocol. It can be used to build a HTTP/2-capable HTTP client or server,libc,/usr/lib/libnghttp2.so.14 | /usr/lib/libnghttp2.so.14.20.1,libnghttp2-14,LIBRARY_PACKAGE,AMBIGUOUS,nghttp2,1.43.0,cpe:2.3:a:nghttp2:nghttp2:1.43.0:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,libnghttp2-14,cpe:2.3:a:nghttp2:nghttp2:1.43.0:*:*:*:*:*:*:*,cpe:2.3:a:nghttp2:nghttp2:1.43.0:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/libnghttp2-14.control; list=/usr/lib/opkg/info/libnghttp2-14.list; status_version_matches=True
199888,libopenssl3,3.0.14-3,package/libs/openssl,libopenssl,"The OpenSSL Project is a collaborative effort to develop a robust,
commercial-grade, full-featured, and Open Source toolkit implementing the
Transport Layer Security (TLS) protocol as well as a full-strength
general-purpose cryptography library.
This package contains the OpenSSL shared libraries, needed by other programs.","libc, libatomic1",/usr/lib/libssl.so.3 | /usr/lib/libcrypto.so.3,libopenssl-conf | libopenssl-legacy | libopenssl3 | openssl-util,LIBRARY_PACKAGE,PARTIAL_OR_SPLIT_COMPONENT,OpenSSL,3.0.14,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-05,REPRESENTATIVE_AMBIGUOUS,,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,REVIEW_REQUIRED,NO_UNIQUE_PRODUCT_REPRESENTATIVE_ESTABLISHED,REVIEW_REQUIRED,control=/usr/lib/opkg/info/libopenssl3.control; list=/usr/lib/opkg/info/libopenssl3.list; status_version_matches=True
199890,libpcap1,1.9.1-3,package/libs/libpcap,libpcap,"This package contains a system-independent library for user-level network packet
capture.",libc,/usr/lib/libpcap.so.1 | /usr/lib/libpcap.so.1.9.1,libpcap1,LIBRARY_PACKAGE,AMBIGUOUS,libpcap,1.9.1,cpe:2.3:a:tcpdump:libpcap:1.9.1:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,libpcap1,cpe:2.3:a:tcpdump:libpcap:1.9.1:*:*:*:*:*:*:*,cpe:2.3:a:tcpdump:libpcap:1.9.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/libpcap1.control; list=/usr/lib/opkg/info/libpcap1.list; status_version_matches=True
199891,libpcre2,10.37-5,package/libs/pcre2,libpcre2,A Perl Compatible Regular Expression library,libc,/usr/lib/libpcre2-8.so.0.10.2 | /usr/lib/libpcre2-posix.so.3.0.0,libpcre2,LIBRARY_PACKAGE,AMBIGUOUS,PCRE2,10.37,cpe:2.3:a:pcre:pcre2:10.37:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,libpcre2,cpe:2.3:a:pcre:pcre2:10.37:*:*:*:*:*:*:*,cpe:2.3:a:pcre:pcre2:10.37:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/libpcre2.control; list=/usr/lib/opkg/info/libpcre2.list; status_version_matches=True
199896,libsqlite3-0,3410200-1,package/libs/sqlite3,libsqlite3,"SQLite is a small C library that implements a self-contained, embeddable,
zero-configuration SQL database engine.
This package contains the SQLite (v3.x) shared library, used by other
programs.","libc, libpthread, zlib",/usr/lib/libsqlite3.so.0 | /usr/lib/libsqlite3.so.0.8.6,libsqlite3-0,LIBRARY_PACKAGE,AMBIGUOUS,SQLite,3.41.2,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-06,KEEP_SINGLE_REPRESENTATIVE,sqlite,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,,OFFICIAL_CPE_MAPPED,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,REMOVE_DUPLICATED_GT_CPE,DERIVED_SPLIT_PACKAGE_NO_CPE_INHERITANCE,N/A,control=/usr/lib/opkg/info/libsqlite3-0.control; list=/usr/lib/opkg/info/libsqlite3-0.list; status_version_matches=True
199913,libusb-1.0-0,1.0.24-5,package/libs/libusb,libusb-1.0,"libusb is a C library that gives applications easy access to USB devices on
many different operating systems.","libc, libpthread, librt",/usr/lib/libusb-1.0.so.0.3.0 | /usr/lib/libusb-1.0.so.0,libusb-1.0-0,LIBRARY_PACKAGE,AMBIGUOUS,libusb,1.0.24,cpe:2.3:a:libusb:libusb:1.0.24:-:*:*:*:*:*:*,UNIQUE_GT_CPE,,,libusb-1.0-0,cpe:2.3:a:libusb:libusb:1.0.24:-:*:*:*:*:*:*,cpe:2.3:a:libusb:libusb:1.0.24:-:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/libusb-1.0-0.control; list=/usr/lib/opkg/info/libusb-1.0-0.list; status_version_matches=True
199920,lua,5.1.5-9,package/utils/lua,lua,"Lua is a powerful light-weight programming language designed for extending 
applications. Lua is also frequently used as a general-purpose, stand-alone
language. Lua is free software.
This package contains the Lua language interpreter.","libc, liblua5.1.5",/usr/bin/lua | /usr/bin/lua5.1,liblua5.1.5 | lua,UTILITY_OR_CLI_PACKAGE,POSSIBLE_PRODUCT_CANDIDATE,Lua,5.1.5,cpe:2.3:a:lua:lua:5.1.5:*:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-02,KEEP_SINGLE_REPRESENTATIVE,lua,cpe:2.3:a:lua:lua:5.1.5:*:*:*:*:*:*:*,cpe:2.3:a:lua:lua:5.1.5:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,VERSION_NOT_IN_DICTIONARY,KEEP_GT_CPE,UPSTREAM_PRODUCT_REPRESENTATIVE,UNCHANGED,control=/usr/lib/opkg/info/lua.control; list=/usr/lib/opkg/info/lua.list; status_version_matches=True
199933,minizip,4.0.7-2,package/utils/minizip,minizip,"minizip is a zip manipulation library written in C that is supported on Windows, macOS, and Linux","libc, zlib, libopenssl3",/usr/bin/minizip,minizip,LIBRARY_PACKAGE,AMBIGUOUS,minizip-ng,4.0.7,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,minizip,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,cpe:2.3:a:zlib-ng:minizip-ng:4.0.7:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/minizip.control; list=/usr/lib/opkg/info/minizip.list; status_version_matches=True
199956,open62541,v1.4.0-r,package/libs/open62541,open62541,Open source implementation of OPC UA (OPC Unified Architecture) aka IEC 62541 licensed under Mozilla Public License v2.0,"libc, libopenssl3, libatomic1",/usr/lib/libopen62541.so.0.0.0 | /usr/lib/libopen62541.so,open62541,LIBRARY_PACKAGE,AMBIGUOUS,open62541,1.4.0,cpe:2.3:a:open62541:open62541:1.4.0:-:*:*:*:*:*:*,UNIQUE_GT_CPE,,,open62541,cpe:2.3:a:open62541:open62541:1.4.0:-:*:*:*:*:*:*,cpe:2.3:a:open62541:open62541:1.4.0:-:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,VERSION_NOT_IN_DICTIONARY,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/open62541.control; list=/usr/lib/opkg/info/open62541.list; status_version_matches=True
199958,openssl-util,3.0.14-3,package/libs/openssl,openssl-util,"The OpenSSL Project is a collaborative effort to develop a robust,
commercial-grade, full-featured, and Open Source toolkit implementing the
Transport Layer Security (TLS) protocol as well as a full-strength
general-purpose cryptography library.
This package contains the OpenSSL command-line utility.","libc, libopenssl3, libopenssl-conf, libopenssl-legacy",/usr/bin/openssl,libopenssl-conf | libopenssl-legacy | libopenssl3 | openssl-util,UTILITY_OR_CLI_PACKAGE,PARTIAL_OR_SPLIT_COMPONENT,OpenSSL,3.0.14,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-05,REPRESENTATIVE_AMBIGUOUS,,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,REVIEW_REQUIRED,NO_UNIQUE_PRODUCT_REPRESENTATIVE_ESTABLISHED,REVIEW_REQUIRED,control=/usr/lib/opkg/info/openssl-util.control; list=/usr/lib/opkg/info/openssl-util.list; status_version_matches=True
199959,openvpn-openssl,2.6.9-5,package/network/services/openvpn,openvpn-openssl,Open source VPN solution using OpenSSL,"libc, kmod-tun, libcap-ng, liblzo2, libnl-genl200, kmod-ovpn-dco-v2, libopenssl3, libubus20210630, libubox20240329",/usr/sbin/openvpn | /usr/libexec/openvpn-hotplug | /etc/openvpn/express_template.ovpn | /etc/openvpn.user | /lib/functions/openvpn.sh | /usr/share/openvpn/openvpn.options,openvpn-openssl,PRODUCT_OR_MAIN_PACKAGE,POSSIBLE_PRODUCT_CANDIDATE,OpenVPN,2.6.9,cpe:2.3:a:openvpn:openvpn:2.6.9:*:*:*:community:*:*:*,UNIQUE_GT_CPE,,,openvpn-openssl,cpe:2.3:a:openvpn:openvpn:2.6.9:*:*:*:community:*:*:*,cpe:2.3:a:openvpn:openvpn:2.6.9:*:*:*:community:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/openvpn-openssl.control; list=/usr/lib/opkg/info/openvpn-openssl.list; status_version_matches=True
199996,strongswan-charon,5.9.14-24,package/network/services/strongswan,strongswan-charon,"StrongSwan is an OpenSource IPsec implementation for the Linux operating system.
This package contains charon, an IKEv2 keying daemon.","libc, strongswan",/usr/lib/ipsec/charon | /usr/lib/ipsec/libcharon.so.0.0.0 | /usr/lib/ipsec/libcharon.so.0 | /etc/strongswan.d/charon.conf | /etc/strongswan.d/charon-logging.conf,strongswan | strongswan-charon | strongswan-minimal | strongswan-mod-connmark | strongswan-mod-constraints | strongswan-mod-des | strongswan-mod-eap-identity | strongswan-mod-eap-mschapv2 | strongswan-mod-kernel-netlink | strongswan-mod-md4 | strongswan-mod-mgf1 | strongswan-mod-nonce | strongswan-mod-openssl | strongswan-mod-pem | strongswan-mod-pgp | strongswan-mod-pkcs1 | strongswan-mod-pkcs8 | strongswan-mod-pubkey | strongswan-mod-random | strongswan-mod-revocation | strongswan-mod-sha1 | strongswan-mod-socket-default | strongswan-mod-updown | strongswan-mod-vici | strongswan-mod-x509 | strongswan-mod-xauth-generic | strongswan-mod-xcbc | strongswan-swanctl,SPLIT_RUNTIME_PACKAGE,PARTIAL_OR_SPLIT_COMPONENT,strongSwan,5.9.14,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-07,KEEP_SINGLE_REPRESENTATIVE,strongswan,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,,VERSION_NOT_IN_DICTIONARY,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,REMOVE_DUPLICATED_GT_CPE,DERIVED_SPLIT_PACKAGE_NO_CPE_INHERITANCE,N/A,control=/usr/lib/opkg/info/strongswan-charon.control; list=/usr/lib/opkg/info/strongswan-charon.list; status_version_matches=True
200022,strongswan-swanctl,5.9.14-24,package/network/services/strongswan,strongswan-swanctl,"StrongSwan is an OpenSource IPsec implementation for the Linux operating system.
This package contains the swanctl utility.","libc, strongswan, strongswan-mod-vici",/usr/sbin/swanctl | /etc/swanctl/swanctl.conf | /etc/init.d/swanctl | /lib/upgrade/keep.d/strongswan-swanctl,strongswan | strongswan-charon | strongswan-minimal | strongswan-mod-connmark | strongswan-mod-constraints | strongswan-mod-des | strongswan-mod-eap-identity | strongswan-mod-eap-mschapv2 | strongswan-mod-kernel-netlink | strongswan-mod-md4 | strongswan-mod-mgf1 | strongswan-mod-nonce | strongswan-mod-openssl | strongswan-mod-pem | strongswan-mod-pgp | strongswan-mod-pkcs1 | strongswan-mod-pkcs8 | strongswan-mod-pubkey | strongswan-mod-random | strongswan-mod-revocation | strongswan-mod-sha1 | strongswan-mod-socket-default | strongswan-mod-updown | strongswan-mod-vici | strongswan-mod-x509 | strongswan-mod-xauth-generic | strongswan-mod-xcbc | strongswan-swanctl,UTILITY_OR_CLI_PACKAGE,PARTIAL_OR_SPLIT_COMPONENT,strongSwan,5.9.14,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-07,KEEP_SINGLE_REPRESENTATIVE,strongswan,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,,VERSION_NOT_IN_DICTIONARY,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,REMOVE_DUPLICATED_GT_CPE,DERIVED_SPLIT_PACKAGE_NO_CPE_INHERITANCE,N/A,control=/usr/lib/opkg/info/strongswan-swanctl.control; list=/usr/lib/opkg/info/strongswan-swanctl.list; status_version_matches=True
200023,strongswan,5.9.14-24,package/network/services/strongswan,strongswan,"StrongSwan is an OpenSource IPsec implementation for the Linux operating system.
This package contains shared libraries and scripts.","libc, libpthread, ip, kmod-crypto-aead, kmod-crypto-authenc, kmod-crypto-cbc, kmod-lib-zlib-inflate, kmod-lib-zlib-deflate, kmod-crypto-des, kmod-crypto-echainiv, kmod-crypto-hmac, kmod-crypto-md5, kmod-crypto-sha1, kmod-ipsec, kmod-ipsec4, kmod-ipsec6",/usr/lib/ipsec/libstrongswan.so.0 | /usr/lib/ipsec/libstrongswan.so.0.0.0 | /etc/strongswan.conf | /etc/config/ipsec | /lib/upgrade/keep.d/strongswan,strongswan | strongswan-charon | strongswan-minimal | strongswan-mod-connmark | strongswan-mod-constraints | strongswan-mod-des | strongswan-mod-eap-identity | strongswan-mod-eap-mschapv2 | strongswan-mod-kernel-netlink | strongswan-mod-md4 | strongswan-mod-mgf1 | strongswan-mod-nonce | strongswan-mod-openssl | strongswan-mod-pem | strongswan-mod-pgp | strongswan-mod-pkcs1 | strongswan-mod-pkcs8 | strongswan-mod-pubkey | strongswan-mod-random | strongswan-mod-revocation | strongswan-mod-sha1 | strongswan-mod-socket-default | strongswan-mod-updown | strongswan-mod-vici | strongswan-mod-x509 | strongswan-mod-xauth-generic | strongswan-mod-xcbc | strongswan-swanctl,PRODUCT_OR_MAIN_PACKAGE,DIRECT_PRODUCT_CANDIDATE,strongSwan,5.9.14,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-07,KEEP_SINGLE_REPRESENTATIVE,strongswan,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,cpe:2.3:a:strongswan:strongswan:5.9.14:-:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,VERSION_NOT_IN_DICTIONARY,KEEP_GT_CPE,UPSTREAM_PRODUCT_REPRESENTATIVE,UNCHANGED,control=/usr/lib/opkg/info/strongswan.control; list=/usr/lib/opkg/info/strongswan.list; status_version_matches=True
200186,wireguard-tools,1.0.20210223-4,package/network/utils/wireguard-tools,wireguard-tools,"WireGuard is a novel VPN that runs inside the Linux Kernel and utilizes
state-of-the-art cryptography. It aims to be faster, simpler, leaner, and
more useful than IPSec, while avoiding the massive headache. It intends to
be considerably more performant than OpenVPN.  WireGuard is designed as a
general purpose VPN for running on embedded interfaces and super computers
alike, fit for many different circumstances. It uses UDP.

This package provides the userspace control program for WireGuard,
`wg(8)`, a netifd protocol helper, and a re-resolve watchdog script.","libc, kmod-wireguard",/usr/bin/wg | /lib/netifd/proto/wireguard.sh | /usr/share/wireguard/18-wireguard,wireguard-tools,UTILITY_OR_CLI_PACKAGE,POSSIBLE_PRODUCT_CANDIDATE,WireGuard,1.0.20210223,cpe:2.3:a:wireguard:wireguard:1.0.20210223:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,wireguard-tools,cpe:2.3:a:wireguard:wireguard:1.0.20210223:*:*:*:*:*:*:*,cpe:2.3:a:wireguard:wireguard:1.0.20210223:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,VERSION_NOT_IN_DICTIONARY,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/wireguard-tools.control; list=/usr/lib/opkg/info/wireguard-tools.list; status_version_matches=True
200192,zlib,1.2.11-4,package/libs/zlib,zlib,"zlib is a lossless data-compression library.
This package includes the shared library.",libc,/usr/lib/libz.so.1.2.11 | /usr/lib/libz.so.1,zlib,LIBRARY_PACKAGE,AMBIGUOUS,zlib,1.2.11,cpe:2.3:a:zlib:zlib:1.2.11:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,zlib,cpe:2.3:a:zlib:zlib:1.2.11:*:*:*:*:*:*:*,cpe:2.3:a:zlib:zlib:1.2.11:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,control=/usr/lib/opkg/info/zlib.control; list=/usr/lib/opkg/info/zlib.list; status_version_matches=True
200193,linux_kernel,5.15.176,NON_OPKG_DIRECT_ARTIFACT,linux_kernel,properties source_path -> /logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin; exact firmware uImage identifies Linux 5.15.176; module paths are present under /lib/modules/5.15.176,,/logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/compat.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/ovpn-dco-v2.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/cfg80211.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/pulse_counter.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/gpio-button-hotplug.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mt7603e.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/tlt_gpio.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mac80211.ko,,KERNEL_OR_KMOD,DIRECT_PRODUCT_EVIDENCE,Linux kernel,5.15.176,cpe:2.3:o:linux:linux_kernel:5.15.176:*:*:*:*:*:*:*,UNIQUE_GT_CPE,,,linux_kernel,cpe:2.3:o:linux:linux_kernel:5.15.176:*:*:*:*:*:*:*,cpe:2.3:o:linux:linux_kernel:5.15.176:*:*:*:*:*:*:*,CPE_CONFIRMED,CPE_CONFIRMED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,/logs/firmware/binwalk_extracted/firmware.extracted/0/MIPS_OpenWrt_Linux-5.15.176.bin.extracted/0/decompressed.bin | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/compat.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/ovpn-dco-v2.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/cfg80211.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/pulse_counter.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/gpio-button-hotplug.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mt7603e.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/tlt_gpio.ko | /logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/lib/modules/5.15.176/mac80211.ko
200196,sqlite,3.41.2,NON_OPKG_DIRECT_ARTIFACT,sqlite,properties source_path -> /usr/lib/libsqlite3.so.0.8.6; detector identity/version evidence retained from exact firmware,,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/libsqlite3.so.0.8.6,,LIBRARY_PACKAGE,POSSIBLE_PRODUCT,SQLite,3.41.2,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,DUPLICATED_GT_CPE,DUP-06,KEEP_SINGLE_REPRESENTATIVE,sqlite,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,cpe:2.3:a:sqlite:sqlite:3.41.2:*:*:*:*:*:*:*,CPE_CONFIRMED,CPE_CONFIRMED,KEEP_GT_CPE,UPSTREAM_PRODUCT_REPRESENTATIVE,UNCHANGED,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/lib/libsqlite3.so.0.8.6
200198,wpa_supplicant,2.11,NON_OPKG_DIRECT_ARTIFACT,wpa_supplicant,properties source_path -> /usr/sbin/wpad; detector identity/version evidence retained from exact firmware,,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/sbin/wpad,,UTILITY_OR_CLI_PACKAGE,POSSIBLE_PRODUCT,wpa_supplicant,2.11-devel,cpe:2.3:a:w1.fi:wpa_supplicant:2.11:devel:*:*:*:*:*:*,UNIQUE_GT_CPE,,,wpa_supplicant,cpe:2.3:a:w1.fi:wpa_supplicant:2.11:devel:*:*:*:*:*:*,cpe:2.3:a:w1.fi:wpa_supplicant:2.11:devel:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,VERSION_NOT_IN_DICTIONARY,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/usr/sbin/wpad
200199,openwrt,21.02.0:r16279-5cc0535800,NON_OPKG_DIRECT_ARTIFACT,openwrt,properties source_path -> /etc/openwrt_release; detector identity/version evidence retained from exact firmware,,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/etc/openwrt_release,,PRODUCT_OR_MAIN_PACKAGE,DIRECT_PRODUCT_EVIDENCE,OpenWrt,21.02.0,cpe:2.3:o:openwrt:openwrt:21.02.0:-:*:*:*:*:*:*,UNIQUE_GT_CPE,,,openwrt,cpe:2.3:o:openwrt:openwrt:21.02.0:-:*:*:*:*:*:*,cpe:2.3:o:openwrt:openwrt:21.02.0:-:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,OFFICIAL_CPE_MAPPED,KEEP_GT_CPE,UNIQUE_CANONICAL_GT_CPE,UNCHANGED,/logs/firmware/binwalk_extracted/firmware.extracted/260000/squashfs-root/etc/openwrt_release
