component_id,repository,tag,sbom_source_path,bom_ref,component_type,component_name,component_version,publisher,purl,raw_cpe,structural_status,error_message,part_raw,vendor_raw,product_raw,version_raw,update_raw,edition_raw,language_raw,sw_edition_raw,target_sw_raw,target_hw_raw,other_raw
130795,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/http-proxy-agent@7.0.2?package-id=ddd7695feddb6378,library,http-proxy-agent,7.0.2,,pkg:npm/http-proxy-agent@7.0.2,cpe:2.3:a:http-proxy-agent:http-proxy-agent:7.0.2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,http-proxy-agent,http-proxy-agent,7.0.2,*,*,*,*,*,*,*
130796,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/https-proxy-agent@7.0.6?package-id=2105998da9ebbead,library,https-proxy-agent,7.0.6,,pkg:npm/https-proxy-agent@7.0.6,cpe:2.3:a:https-proxy-agent_project:https-proxy-agent:7.0.6:*:*:*:*:node.js:*:*,STRUCTURALLY_VALID,,a,https-proxy-agent_project,https-proxy-agent,7.0.6,*,*,*,*,node.js,*,*
130797,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/iconv-lite@0.7.2?package-id=af1a27d14b84bf7f,library,iconv-lite,0.7.2,,pkg:npm/iconv-lite@0.7.2,cpe:2.3:a:iconv-lite:iconv-lite:0.7.2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,iconv-lite,iconv-lite,0.7.2,*,*,*,*,*,*,*
130798,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/icu-devtools@72.1-3%2Bdeb12u1?arch=amd64&distro=debian-12.15&package-id=cf57adbba34031bc&upstream=icu,library,icu-devtools,72.1-3+deb12u1,Laszlo Boszormenyi (GCS) <gcs@debian.org>,pkg:deb/debian/icu-devtools@72.1-3%2Bdeb12u1?arch=amd64&distro=debian-12.15&upstream=icu,cpe:2.3:a:icu-devtools:icu-devtools:72.1-3\+deb12u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,icu-devtools,icu-devtools,72.1-3\+deb12u1,*,*,*,*,*,*,*
130799,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/ignore-walk@8.0.0?package-id=0b58160983df4d12,library,ignore-walk,8.0.0,,pkg:npm/ignore-walk@8.0.0,cpe:2.3:a:ignore-walk:ignore-walk:8.0.0:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,ignore-walk,ignore-walk,8.0.0,*,*,*,*,*,*,*
130800,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/imagemagick@8%3A6.9.11.60%2Bdfsg-1.6%2Bdeb12u12?arch=amd64&distro=debian-12.15&package-id=1d794dc07c9a7147,library,imagemagick,8:6.9.11.60+dfsg-1.6+deb12u12,ImageMagick Packaging Team <pkg-gmagick-im-team@lists.alioth.debian.org>,pkg:deb/debian/imagemagick@8%3A6.9.11.60%2Bdfsg-1.6%2Bdeb12u12?arch=amd64&distro=debian-12.15,cpe:2.3:a:imagemagick:imagemagick:8\:6.9.11.60\+dfsg-1.6\+deb12u12:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,imagemagick,imagemagick,8\:6.9.11.60\+dfsg-1.6\+deb12u12,*,*,*,*,*,*,*
130801,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/imagemagick-6-common@8%3A6.9.11.60%2Bdfsg-1.6%2Bdeb12u12?arch=all&distro=debian-12.15&package-id=7c6fa05a70be3fad&upstream=imagemagick,library,imagemagick-6-common,8:6.9.11.60+dfsg-1.6+deb12u12,ImageMagick Packaging Team <pkg-gmagick-im-team@lists.alioth.debian.org>,pkg:deb/debian/imagemagick-6-common@8%3A6.9.11.60%2Bdfsg-1.6%2Bdeb12u12?arch=all&distro=debian-12.15&upstream=imagemagick,cpe:2.3:a:imagemagick-6-common:imagemagick-6-common:8\:6.9.11.60\+dfsg-1.6\+deb12u12:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,imagemagick-6-common,imagemagick-6-common,8\:6.9.11.60\+dfsg-1.6\+deb12u12,*,*,*,*,*,*,*
130802,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/imagemagick-6.q16@8%3A6.9.11.60%2Bdfsg-1.6%2Bdeb12u12?arch=amd64&distro=debian-12.15&package-id=4e596117efda2990&upstream=imagemagick,library,imagemagick-6.q16,8:6.9.11.60+dfsg-1.6+deb12u12,ImageMagick Packaging Team <pkg-gmagick-im-team@lists.alioth.debian.org>,pkg:deb/debian/imagemagick-6.q16@8%3A6.9.11.60%2Bdfsg-1.6%2Bdeb12u12?arch=amd64&distro=debian-12.15&upstream=imagemagick,cpe:2.3:a:imagemagick-6.q16:imagemagick-6.q16:8\:6.9.11.60\+dfsg-1.6\+deb12u12:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,imagemagick-6.q16,imagemagick-6.q16,8\:6.9.11.60\+dfsg-1.6\+deb12u12,*,*,*,*,*,*,*
130803,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/ini@6.0.0?package-id=b6ba736660cac86c,library,ini,6.0.0,,pkg:npm/ini@6.0.0,cpe:2.3:a:ini_project:ini:6.0.0:*:*:*:*:node.js:*:*,STRUCTURALLY_VALID,,a,ini_project,ini,6.0.0,*,*,*,*,node.js,*,*
130804,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/init-package-json@8.2.5?package-id=d601b3a531cb955a,library,init-package-json,8.2.5,,pkg:npm/init-package-json@8.2.5,cpe:2.3:a:init-package-json:init-package-json:8.2.5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,init-package-json,init-package-json,8.2.5,*,*,*,*,*,*,*
130805,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/init-system-helpers@1.65.2%2Bdeb12u1?arch=all&distro=debian-12.15&package-id=bc67df4e4ad2e833,library,init-system-helpers,1.65.2+deb12u1,Debian systemd Maintainers <pkg-systemd-maintainers@lists.alioth.debian.org>,pkg:deb/debian/init-system-helpers@1.65.2%2Bdeb12u1?arch=all&distro=debian-12.15,cpe:2.3:a:init-system-helpers:init-system-helpers:1.65.2\+deb12u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,init-system-helpers,init-system-helpers,1.65.2\+deb12u1,*,*,*,*,*,*,*
130806,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/ip-address@10.2.0?package-id=5e2ab97b23f852fa,library,ip-address,10.2.0,,pkg:npm/ip-address@10.2.0,cpe:2.3:a:beaugunderson:ip-address:10.2.0:*:*:*:*:node.js:*:*,STRUCTURALLY_VALID,,a,beaugunderson,ip-address,10.2.0,*,*,*,*,node.js,*,*
130683,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/%40isaacs/fs-minipass@4.0.1?package-id=3085262f515fb17b,library,@isaacs/fs-minipass,4.0.1,,pkg:npm/%40isaacs/fs-minipass@4.0.1,cpe:2.3:a:\@isaacs\/fs-minipass:\@isaacs\/fs-minipass:4.0.1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,\@isaacs\/fs-minipass,\@isaacs\/fs-minipass,4.0.1,*,*,*,*,*,*,*
130684,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/%40isaacs/string-locale-compare@1.1.0?package-id=51cc50312457ec35,library,@isaacs/string-locale-compare,1.1.0,,pkg:npm/%40isaacs/string-locale-compare@1.1.0,cpe:2.3:a:\@isaacs\/string-locale-compare:\@isaacs\/string-locale-compare:1.1.0:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,\@isaacs\/string-locale-compare,\@isaacs\/string-locale-compare,1.1.0,*,*,*,*,*,*,*
130807,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/is-cidr@6.0.4?package-id=f9ecf1ff8946a1b7,library,is-cidr,6.0.4,,pkg:npm/is-cidr@6.0.4,cpe:2.3:a:is-cidr:is-cidr:6.0.4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,is-cidr,is-cidr,6.0.4,*,*,*,*,*,*,*
130808,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/isexe@4.0.0?package-id=e067e32661331f26,library,isexe,4.0.0,,pkg:npm/isexe@4.0.0,cpe:2.3:a:isaacs:isexe:4.0.0:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,isaacs,isexe,4.0.0,*,*,*,*,*,*,*
130811,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/jsonparse@1.3.1?package-id=d8e77ac9aaf7b698,library,jsonparse,1.3.1,,pkg:npm/jsonparse@1.3.1,cpe:2.3:a:creationix:jsonparse:1.3.1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,creationix,jsonparse,1.3.1,*,*,*,*,*,*,*
130809,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/json-parse-even-better-errors@5.0.0?package-id=bd89827d02eeb20c,library,json-parse-even-better-errors,5.0.0,,pkg:npm/json-parse-even-better-errors@5.0.0,cpe:2.3:a:json-parse-even-better-errors:json-parse-even-better-errors:5.0.0:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,json-parse-even-better-errors,json-parse-even-better-errors,5.0.0,*,*,*,*,*,*,*
130810,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/json-stringify-nice@1.1.4?package-id=50fdcb403b0a66a9,library,json-stringify-nice,1.1.4,,pkg:npm/json-stringify-nice@1.1.4,cpe:2.3:a:json-stringify-nice:json-stringify-nice:1.1.4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,json-stringify-nice,json-stringify-nice,1.1.4,*,*,*,*,*,*,*
130812,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/just-diff@6.0.2?package-id=f796cddf4bd7dca6,library,just-diff,6.0.2,,pkg:npm/just-diff@6.0.2,cpe:2.3:a:just-diff:just-diff:6.0.2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,just-diff,just-diff,6.0.2,*,*,*,*,*,*,*
130813,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:npm/just-diff-apply@5.5.0?package-id=33df8b5c29d05ba0,library,just-diff-apply,5.5.0,,pkg:npm/just-diff-apply@5.5.0,cpe:2.3:a:just-diff-apply:just-diff-apply:5.5.0:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,just-diff-apply,just-diff-apply,5.5.0,*,*,*,*,*,*,*
130814,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/krb5-multidev@1.20.1-2%2Bdeb12u5?arch=amd64&distro=debian-12.15&package-id=7084e5a8f1df690b&upstream=krb5,library,krb5-multidev,1.20.1-2+deb12u5,Sam Hartman <hartmans@debian.org>,pkg:deb/debian/krb5-multidev@1.20.1-2%2Bdeb12u5?arch=amd64&distro=debian-12.15&upstream=krb5,cpe:2.3:a:krb5-multidev:krb5-multidev:1.20.1-2\+deb12u5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,krb5-multidev,krb5-multidev,1.20.1-2\+deb12u5,*,*,*,*,*,*,*
130815,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libacl1@2.3.1-3?arch=amd64&distro=debian-12.15&package-id=d047530090108251&upstream=acl,library,libacl1,2.3.1-3,Guillem Jover <guillem@debian.org>,pkg:deb/debian/libacl1@2.3.1-3?arch=amd64&distro=debian-12.15&upstream=acl,cpe:2.3:a:libacl1:libacl1:2.3.1-3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libacl1,libacl1,2.3.1-3,*,*,*,*,*,*,*
130816,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libaom3@3.6.0-1%2Bdeb12u2?arch=amd64&distro=debian-12.15&package-id=9e3b0cc1c76e74b4&upstream=aom,library,libaom3,3.6.0-1+deb12u2,Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>,pkg:deb/debian/libaom3@3.6.0-1%2Bdeb12u2?arch=amd64&distro=debian-12.15&upstream=aom,cpe:2.3:a:libaom3:libaom3:3.6.0-1\+deb12u2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libaom3,libaom3,3.6.0-1\+deb12u2,*,*,*,*,*,*,*
130817,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libapr1@1.7.2-3%2Bdeb12u1?arch=amd64&distro=debian-12.15&package-id=da9e9d907c9fced8&upstream=apr,library,libapr1,1.7.2-3+deb12u1,Debian Apache Maintainers <debian-apache@lists.debian.org>,pkg:deb/debian/libapr1@1.7.2-3%2Bdeb12u1?arch=amd64&distro=debian-12.15&upstream=apr,cpe:2.3:a:libapr1:libapr1:1.7.2-3\+deb12u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libapr1,libapr1,1.7.2-3\+deb12u1,*,*,*,*,*,*,*
130818,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libaprutil1@1.6.3-1?arch=amd64&distro=debian-12.15&package-id=d81c6e9703c5d79d&upstream=apr-util,library,libaprutil1,1.6.3-1,Debian Apache Maintainers <debian-apache@lists.debian.org>,pkg:deb/debian/libaprutil1@1.6.3-1?arch=amd64&distro=debian-12.15&upstream=apr-util,cpe:2.3:a:libaprutil1:libaprutil1:1.6.3-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libaprutil1,libaprutil1,1.6.3-1,*,*,*,*,*,*,*
130819,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libapt-pkg6.0@2.6.1?arch=amd64&distro=debian-12.15&package-id=91b1396a4c2e715d&upstream=apt,library,libapt-pkg6.0,2.6.1,APT Development Team <deity@lists.debian.org>,pkg:deb/debian/libapt-pkg6.0@2.6.1?arch=amd64&distro=debian-12.15&upstream=apt,cpe:2.3:a:libapt-pkg6.0:libapt-pkg6.0:2.6.1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libapt-pkg6.0,libapt-pkg6.0,2.6.1,*,*,*,*,*,*,*
130820,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libasan8@12.2.0-14%2Bdeb12u1?arch=amd64&distro=debian-12.15&package-id=45a0296b4a207092&upstream=gcc-12,library,libasan8,12.2.0-14+deb12u1,Debian GCC Maintainers <debian-gcc@lists.debian.org>,pkg:deb/debian/libasan8@12.2.0-14%2Bdeb12u1?arch=amd64&distro=debian-12.15&upstream=gcc-12,cpe:2.3:a:libasan8:libasan8:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libasan8,libasan8,12.2.0-14\+deb12u1,*,*,*,*,*,*,*
130821,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libassuan0@2.5.5-5?arch=amd64&distro=debian-12.15&package-id=356b2534bfdcdf70&upstream=libassuan,library,libassuan0,2.5.5-5,Debian GnuPG-Maintainers <pkg-gnupg-maint@lists.alioth.debian.org>,pkg:deb/debian/libassuan0@2.5.5-5?arch=amd64&distro=debian-12.15&upstream=libassuan,cpe:2.3:a:libassuan0:libassuan0:2.5.5-5:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libassuan0,libassuan0,2.5.5-5,*,*,*,*,*,*,*
130822,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libatomic1@12.2.0-14%2Bdeb12u1?arch=amd64&distro=debian-12.15&package-id=50514db327ffe1b7&upstream=gcc-12,library,libatomic1,12.2.0-14+deb12u1,Debian GCC Maintainers <debian-gcc@lists.debian.org>,pkg:deb/debian/libatomic1@12.2.0-14%2Bdeb12u1?arch=amd64&distro=debian-12.15&upstream=gcc-12,cpe:2.3:a:libatomic1:libatomic1:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libatomic1,libatomic1,12.2.0-14\+deb12u1,*,*,*,*,*,*,*
130823,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libattr1@1%3A2.5.1-4?arch=amd64&distro=debian-12.15&package-id=722285f8005c2384&upstream=attr,library,libattr1,1:2.5.1-4,Guillem Jover <guillem@debian.org>,pkg:deb/debian/libattr1@1%3A2.5.1-4?arch=amd64&distro=debian-12.15&upstream=attr,cpe:2.3:a:libattr1:libattr1:1\:2.5.1-4:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libattr1,libattr1,1\:2.5.1-4,*,*,*,*,*,*,*
130825,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libaudit1@1%3A3.0.9-1?arch=amd64&distro=debian-12.15&package-id=366c21d0062ecd94&upstream=audit,library,libaudit1,1:3.0.9-1,Laurent Bigonville <bigon@debian.org>,pkg:deb/debian/libaudit1@1%3A3.0.9-1?arch=amd64&distro=debian-12.15&upstream=audit,cpe:2.3:a:libaudit1:libaudit1:1\:3.0.9-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libaudit1,libaudit1,1\:3.0.9-1,*,*,*,*,*,*,*
130824,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libaudit-common@1%3A3.0.9-1?arch=all&distro=debian-12.15&package-id=e35c37c43c21e3d0&upstream=audit,library,libaudit-common,1:3.0.9-1,Laurent Bigonville <bigon@debian.org>,pkg:deb/debian/libaudit-common@1%3A3.0.9-1?arch=all&distro=debian-12.15&upstream=audit,cpe:2.3:a:libaudit-common:libaudit-common:1\:3.0.9-1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libaudit-common,libaudit-common,1\:3.0.9-1,*,*,*,*,*,*,*
130826,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12.15&package-id=1bf658472b38bf7b&upstream=binutils,library,libbinutils,2.40-2,Matthias Klose <doko@debian.org>,pkg:deb/debian/libbinutils@2.40-2?arch=amd64&distro=debian-12.15&upstream=binutils,cpe:2.3:a:libbinutils:libbinutils:2.40-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libbinutils,libbinutils,2.40-2,*,*,*,*,*,*,*
130828,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libblkid1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12.15&package-id=af35543f081d70bf&upstream=util-linux,library,libblkid1,2.38.1-5+deb12u3,util-linux packagers <util-linux@packages.debian.org>,pkg:deb/debian/libblkid1@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12.15&upstream=util-linux,cpe:2.3:a:libblkid1:libblkid1:2.38.1-5\+deb12u3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libblkid1,libblkid1,2.38.1-5\+deb12u3,*,*,*,*,*,*,*
130827,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libblkid-dev@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12.15&package-id=505a5613c52a45e2&upstream=util-linux,library,libblkid-dev,2.38.1-5+deb12u3,util-linux packagers <util-linux@packages.debian.org>,pkg:deb/debian/libblkid-dev@2.38.1-5%2Bdeb12u3?arch=amd64&distro=debian-12.15&upstream=util-linux,cpe:2.3:a:libblkid-dev:libblkid-dev:2.38.1-5\+deb12u3:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libblkid-dev,libblkid-dev,2.38.1-5\+deb12u3,*,*,*,*,*,*,*
130830,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libbrotli1@1.0.9-2%2Bb6?arch=amd64&distro=debian-12.15&package-id=9b714a0ade39f145&upstream=brotli%401.0.9-2,library,libbrotli1,1.0.9-2+b6,Tomasz Buchert <tomasz@debian.org>,pkg:deb/debian/libbrotli1@1.0.9-2%2Bb6?arch=amd64&distro=debian-12.15&upstream=brotli%401.0.9-2,cpe:2.3:a:libbrotli1:libbrotli1:1.0.9-2\+b6:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libbrotli1,libbrotli1,1.0.9-2\+b6,*,*,*,*,*,*,*
130829,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libbrotli-dev@1.0.9-2%2Bb6?arch=amd64&distro=debian-12.15&package-id=b626238bab158c24&upstream=brotli%401.0.9-2,library,libbrotli-dev,1.0.9-2+b6,Tomasz Buchert <tomasz@debian.org>,pkg:deb/debian/libbrotli-dev@1.0.9-2%2Bb6?arch=amd64&distro=debian-12.15&upstream=brotli%401.0.9-2,cpe:2.3:a:libbrotli-dev:libbrotli-dev:1.0.9-2\+b6:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libbrotli-dev,libbrotli-dev,1.0.9-2\+b6,*,*,*,*,*,*,*
130831,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libbsd0@0.11.7-2?arch=amd64&distro=debian-12.15&package-id=6e136a5b8871310d&upstream=libbsd,library,libbsd0,0.11.7-2,Guillem Jover <guillem@debian.org>,pkg:deb/debian/libbsd0@0.11.7-2?arch=amd64&distro=debian-12.15&upstream=libbsd,cpe:2.3:a:libbsd0:libbsd0:0.11.7-2:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libbsd0,libbsd0,0.11.7-2,*,*,*,*,*,*,*
130832,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libbz2-1.0@1.0.8-5%2Bb1?arch=amd64&distro=debian-12.15&package-id=751ec9ae4280dd32&upstream=bzip2%401.0.8-5,library,libbz2-1.0,1.0.8-5+b1,Anibal Monsalve Salazar <anibal@debian.org>,pkg:deb/debian/libbz2-1.0@1.0.8-5%2Bb1?arch=amd64&distro=debian-12.15&upstream=bzip2%401.0.8-5,cpe:2.3:a:libbz2-1.0:libbz2-1.0:1.0.8-5\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libbz2-1.0,libbz2-1.0,1.0.8-5\+b1,*,*,*,*,*,*,*
130833,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libbz2-dev@1.0.8-5%2Bb1?arch=amd64&distro=debian-12.15&package-id=ad42beec87dbeee0&upstream=bzip2%401.0.8-5,library,libbz2-dev,1.0.8-5+b1,Anibal Monsalve Salazar <anibal@debian.org>,pkg:deb/debian/libbz2-dev@1.0.8-5%2Bb1?arch=amd64&distro=debian-12.15&upstream=bzip2%401.0.8-5,cpe:2.3:a:libbz2-dev:libbz2-dev:1.0.8-5\+b1:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libbz2-dev,libbz2-dev,1.0.8-5\+b1,*,*,*,*,*,*,*
130836,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libc6@2.36-9%2Bdeb12u14?arch=amd64&distro=debian-12.15&package-id=3d449c1cd40f62d0&upstream=glibc,library,libc6,2.36-9+deb12u14,GNU Libc Maintainers <debian-glibc@lists.debian.org>,pkg:deb/debian/libc6@2.36-9%2Bdeb12u14?arch=amd64&distro=debian-12.15&upstream=glibc,cpe:2.3:a:libc6:libc6:2.36-9\+deb12u14:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libc6,libc6,2.36-9\+deb12u14,*,*,*,*,*,*,*
130837,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libc6-dev@2.36-9%2Bdeb12u14?arch=amd64&distro=debian-12.15&package-id=be9fcdc16d52ab8f&upstream=glibc,library,libc6-dev,2.36-9+deb12u14,GNU Libc Maintainers <debian-glibc@lists.debian.org>,pkg:deb/debian/libc6-dev@2.36-9%2Bdeb12u14?arch=amd64&distro=debian-12.15&upstream=glibc,cpe:2.3:a:libc6-dev:libc6-dev:2.36-9\+deb12u14:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libc6-dev,libc6-dev,2.36-9\+deb12u14,*,*,*,*,*,*,*
130840,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libcairo2@1.16.0-7?arch=amd64&distro=debian-12.15&package-id=28d5ccf8758a4075&upstream=cairo,library,libcairo2,1.16.0-7,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>,pkg:deb/debian/libcairo2@1.16.0-7?arch=amd64&distro=debian-12.15&upstream=cairo,cpe:2.3:a:libcairo2:libcairo2:1.16.0-7:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcairo2,libcairo2,1.16.0-7,*,*,*,*,*,*,*
130841,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libcairo2-dev@1.16.0-7?arch=amd64&distro=debian-12.15&package-id=685e5753b38233fa&upstream=cairo,library,libcairo2-dev,1.16.0-7,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>,pkg:deb/debian/libcairo2-dev@1.16.0-7?arch=amd64&distro=debian-12.15&upstream=cairo,cpe:2.3:a:libcairo2-dev:libcairo2-dev:1.16.0-7:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcairo2-dev,libcairo2-dev,1.16.0-7,*,*,*,*,*,*,*
130838,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libcairo-gobject2@1.16.0-7?arch=amd64&distro=debian-12.15&package-id=be12828c4e3c1a16&upstream=cairo,library,libcairo-gobject2,1.16.0-7,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>,pkg:deb/debian/libcairo-gobject2@1.16.0-7?arch=amd64&distro=debian-12.15&upstream=cairo,cpe:2.3:a:libcairo-gobject2:libcairo-gobject2:1.16.0-7:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcairo-gobject2,libcairo-gobject2,1.16.0-7,*,*,*,*,*,*,*
130839,docker.io/library/node,24.18.0,pilot/results/sboms/node-24.18.0.cdx.json,pkg:deb/debian/libcairo-script-interpreter2@1.16.0-7?arch=amd64&distro=debian-12.15&package-id=d150a0acc96f6751&upstream=cairo,library,libcairo-script-interpreter2,1.16.0-7,Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>,pkg:deb/debian/libcairo-script-interpreter2@1.16.0-7?arch=amd64&distro=debian-12.15&upstream=cairo,cpe:2.3:a:libcairo-script-interpreter2:libcairo-script-interpreter2:1.16.0-7:*:*:*:*:*:*:*,STRUCTURALLY_VALID,,a,libcairo-script-interpreter2,libcairo-script-interpreter2,1.16.0-7,*,*,*,*,*,*,*
