property_key,semantic_key,component_count,coverage_percent,occurrence_count,distinct_value_count,representative_values,value_pattern,firmware_path_related,analysis_source_binary_path_related,package_source_traceability_use,sdk_makefile_traceability
EMBA:sbom:location:150:path,path,2,0.34,2,2,'/usr/bin/xargs' | '/etc/uci-defaults/old/31_periodic_reboot',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:151:path,path,2,0.34,2,2,'/bin/gzip' | '/etc/uci-defaults/old/95_ipsec',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:152:path,path,1,0.17,1,1,'/etc/uci-defaults/old/99_samba-browseable',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:153:path,path,1,0.17,1,1,'/etc/uci-defaults/old/99_sms_utils-mobutils_2',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:154:path,path,1,0.17,1,1,'/etc/uci-defaults/7.11/99_ipsec_firewall_rules',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:155:path,path,1,0.17,1,1,'/etc/uci-defaults/old/99_io_post_get',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:156:path,path,1,0.17,1,1,'/etc/uci-defaults/old/99_sms_gateway-mobutils',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:157:path,path,1,0.17,1,1,'/etc/uci-defaults/7.5/99_modbus_add_main_section',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:158:path,path,1,0.17,1,1,'/etc/uci-defaults/7.7/99-modbus_bring_back_enabled_buttons',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:159:path,path,1,0.17,1,1,'/etc/uci-defaults/old/83_etherwake',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:15:path,path,48,8.25,48,48,'/etc/openwrt_version' | '/etc/uci-defaults/etc/10_fstab-fstools' | '/bin/login' | '/usr/lib/ddns/dynamic_dns_lucihelper.sh' | '/etc/hotplug.d/ntp/25-dnsmasqsec',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:160:path,path,1,0.17,1,1,'/etc/uci-defaults/7.9/99_openvpn_firewall_zone_fix',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:161:path,path,1,0.17,1,1,'/etc/uci-defaults/7.11/99_openvpn_refactorization',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:162:path,path,1,0.17,1,1,'/etc/uci-defaults/old/95_ipsec_make_before_break',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:163:path,path,1,0.17,1,1,'/etc/uci-defaults/7.11/99_etherwake_pathslist_update',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:164:path,path,1,0.17,1,1,'/etc/uci-defaults/7.5/98_remove_master_slave_naming',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:165:path,path,1,0.17,1,1,'/etc/uci-defaults/old/90_snmpd',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:166:path,path,1,0.17,1,1,'/etc/uci-defaults/old/99_mdcollectd-mdcollect',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:167:path,path,1,0.17,1,1,'/etc/uci-defaults/7.8/98_wireless_add_device_ids',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:168:path,path,1,0.17,1,1,'/etc/uci-defaults/old/20_opkg',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:169:path,path,1,0.17,1,1,'/etc/uci-defaults/7.5/101_ip_blockd_enabled',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:16:path,path,45,7.73,45,45,'/etc/config/avl' | '/etc/resolv.conf' | '/usr/sbin/swapoff' | '/bin/rm' | '/etc/init.d/dnsmasq',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:17:path,path,37,6.36,37,37,'/etc/init.d/avl' | '/etc/board.d/2-board_json_tpl' | '/etc/config/fstab' | '/bin/sh' | '/usr/share/dnsmasq/dhcpbogushostname.conf',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:18:path,path,36,6.19,36,36,'/usr/sbin/avl' | '/etc/init.d/done' | '/etc/hotplug.d/block/10-mount' | '/bin/su' | '/usr/sbin/dnsmasq',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:19:path,path,34,5.84,34,34,'/bin/config_generate' | '/etc/init.d/fstab' | '/usr/bin/test' | '/etc/hotplug.d/iface/25-dnsmasq_ifup' | '/usr/share/fw3/helpers.conf',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:20:path,path,34,5.84,34,34,'/var' | '/sbin/block' | '/bin/zcat' | '/usr/share/acl.d/data_sender.json' | '/etc/init.d/firewall',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:21:path,path,29,4.98,29,29,'/sbin/user_defaults' | '/bin/fgrep' | '/etc/init.d/data_sender' | '/sbin/fw3' | '/etc/config/gps',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:22:path,path,27,4.64,27,27,'/etc/proprietary_keys/549b682450b01dbb' | '/bin/ash' | '/usr/sbin/datasender' | '/etc/config/firewall' | '/usr/sbin/gpsd',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:23:path,path,23,3.95,23,23,'/etc/init.d/system' | '/sbin/halt' | '/lib/troubleshoot/data_sender.sh' | '/usr/sbin/event_juggler' | '/etc/firewall.user',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:24:path,path,20,3.44,20,20,'/etc/preinit' | '/bin/true' | '/lib/data_sender/libdata_sender.sh' | '/etc/init.d/event_juggler' | '/etc/hotplug.d/iface/20-firewall',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:25:path,path,18,3.09,18,18,'/sbin/reboot' | '/sbin/route' | '/etc/config/data_sender' | '/etc/uci-defaults/7.13/99-event_juggler' | '/usr/bin/attack_prevention',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:26:path,path,15,2.58,15,15,'/etc/localtime' | '/usr/bin/md5sum' | '/etc/event_juggler/action.lua' | '/etc/uci-defaults/7.11/01_gps_add_serial_forwarding_section' | '/etc/config/operctl',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:27:path,path,12,2.06,12,12,'/lib/upgrade/platform.sh' | '/usr/bin/free' | '/lib/troubleshoot/event_juggler.sh' | '/usr/share/acl.d/mobifd.json' | '/etc/uci-defaults/etc/99_sms_utils-mobutils',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:28:path,path,11,1.89,11,11,'/etc/config/unicloud' | '/usr/sbin/ntpd' | '/etc/event_juggler/condition.lua' | '/etc/uci-defaults/etc/02_simcard' | '/etc/uci-defaults/etc/99_sms_utils-mobutils_3',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:29:path,path,9,1.55,9,9,'/etc/shells' | '/bin/stty' | '/etc/config/event_juggler' | '/etc/init.d/sms_utils' | '/lib/network/wwan/1bc7:1073',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:30:path,path,7,1.2,7,7,'/etc/protocols' | '/usr/bin/time' | '/usr/sbin/sms_utils' | '/lib/network/wwan/2c7c:0316' | '/lib/netifd/utils.sh',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:31:path,path,7,1.2,7,7,'/sbin/event_server' | '/etc/opkg/keys/adae384061a20494' | '/bin/vi' | '/lib/network/wwan/2c7c:030b' | '/lib/netifd/netifd-wireless.sh',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:32:path,path,6,1.03,6,6,'/usr/lib/lua/vuci/usb.lua' | '/lib/preinit/10_indicate_preinit' | '/bin/pwd' | '/etc/udhcpc.user' | '/etc/uci-defaults/7.10/01_firewall_zone_priority',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:33:path,path,6,1.03,6,6,'/usr/lib/lua/api/post_logic.lua' | '/usr/libexec/login.sh' | '/usr/bin/nc' | '/sbin/ifstatus' | '/etc/uci-defaults/old/99_events_reporting',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:34:path,path,6,1.03,6,6,'/usr/lib/lua/vuci/util.lua' | '/etc/config/system' | '/bin/chown' | '/sbin/ifup' | '/etc/uci-defaults/7.11/99_upnp_file_change',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:35:path,path,6,1.03,6,6,'/usr/lib/lua/vuci/param.lua' | '/etc/uci-defaults/linux/rm_hw_eth_mac.sh' | '/usr/bin/renice' | '/lib/config.d/300-setup-network' | '/etc/uci-defaults/7.6/2-sodog-no-leading-zeros',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:36:path,path,6,1.03,6,6,'/sbin/tls_generate_lua' | '/lib/upgrade/keep.d/legacy' | '/etc/init.d/cron' | '/bin/ipcalc.sh' | '/etc/uci-defaults/old/86_rms_migrate',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:37:path,path,5,0.86,5,5,'/usr/lib/lua/api/headers.lua' | '/etc/fstab' | '/bin/mount' | '/etc/uci-defaults/etc/12_network' | '/www/assets/app.modbus-client.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:38:path,path,5,0.86,5,5,'/usr/lib/lua/vuci.so' | '/usr/lib/os-release' | '/bin/sync' | '/etc/uci-defaults/7.7/1-sodog-add-keepalive-enabled' | '/www/assets/app.gps.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:39:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/menu_generate.lua' | '/etc/sysctl.conf' | '/usr/sbin/adduser' | '/etc/uci-defaults/7.9/99_acl_name_migrate' | '/www/assets/app.modbus-server.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:40:path,path,5,0.86,5,5,'/bin/trigger_vuci_routes_reload' | '/sbin/sysupgrade' | '/usr/bin/dirname' | '/etc/uci-defaults/7.9/99_radius_cve_fix' | '/www/assets/app.realtime.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:41:path,path,5,0.86,5,5,'/usr/lib/lua/api/paths_index.lua' | '/etc/config/uni_assets' | '/sbin/hwclock' | '/etc/uci-defaults/old/03_ioman-iomand' | '/www/assets/index-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:42:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/devices_status_lib.lua' | '/etc/iproute2/rt_protos' | '/sbin/udhcpc' | '/etc/uci-defaults/7.11/99_ipsec_custom_option_migration' | '/www/assets/app.memory-expansion.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:43:path,path,5,0.86,5,5,'/usr/lib/lua/api/authentication.lua' | '/lib/functions/target-defaults.sh' | '/bin/ping6' | '/etc/uci-defaults/old/99_uhttpd' | '/www/assets/app.opcua-server.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:44:path,path,5,0.86,5,5,'/usr/lib/lua/api/file_upload.lua' | '/etc/shadow' | '/usr/bin/basename' | '/etc/uci-defaults/old/65_ipsec_deprecated_update' | '/www/assets/app.troubleshoot.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:45:path,path,5,0.86,5,5,'/usr/lib/lua/api/paths_register.lua' | '/etc/rc.common' | '/bin/echo' | '/etc/uci-defaults/7.5/99_network_generate_ports_template' | '/www/assets/app.system-status.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:46:path,path,5,0.86,5,5,'/usr/lib/lua/api/option_logic.lua' | '/lib/preinit/02_sysinfo' | '/usr/bin/less' | '/etc/uci-defaults/7.13/99_restore_impulse_counter_p910nd' | '/www/assets/app.uscripts.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:47:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/hardware.lua' | '/lib/config.d/500-generate-device-identifier' | '/usr/sbin/chroot' | '/etc/uci-defaults/7.6/99-update-wifi-scanner-beacon-interval' | '/www/icons/checkbox_tick.svg.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:48:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/firewall.lua' | '/lib/preinit/84_set_password' | '/usr/sbin/crond' | '/etc/uci-defaults/old/98_network-qmicli' | '/www/assets/app.ddns.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:49:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/io.lua' | '/etc/os-release' | '/usr/bin/head' | '/etc/uci-defaults/old/14_gps' | '/www/assets/app.openvpn.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:50:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/event_type.lua' | '/lib/preinit/80_mount_root' | '/bin/gunzip' | '/etc/uci-defaults/7.12/99_restore_letsencrypt' | '/www/icons/checkbox_tick_white.svg.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:51:path,path,5,0.86,5,5,'/usr/lib/lua/api/FunctionService.lua' | '/etc/firmware-date' | '/bin/netstat' | '/etc/uci-defaults/old/99_firewall-pptpd' | '/www/assets/app.vlan.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:52:path,path,5,0.86,5,5,'/usr/lib/lua/api/dispatcher_common.lua' | '/etc/rc.local' | '/bin/busybox' | '/etc/uci-defaults/7.12/99_ipsec_name_anonymous_sections' | '/www/assets/app.io.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:53:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/sqlite.lua' | '/lib/functions/uci-defaults.sh' | '/bin/grep' | '/etc/uci-defaults/7.9/99_firewall_snat_migration' | '/www/assets/style-2025-07-02-0eab43c.css.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:54:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/mdcollect.lua' | '/etc/opkg/keys/780b53e9434e73a6' | '/usr/bin/clear' | '/etc/uci-defaults/old/88_log_buffer_size' | '/www/index.html.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:55:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/profinet_utils.lua' | '/etc/init.d/rclocal' | '/etc/config/ntpserver' | '/etc/uci-defaults/7.11/99_sim_switch_enable_second_section' | '/www/assets/app.modbus-gateway.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:56:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/network/proto_wwan.lua' | '/etc/ethers' | '/usr/bin/seq' | '/etc/uci-defaults/old/33_simcard' | '/www/assets/app.gre.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:57:path,path,5,0.86,5,5,'/usr/lib/lua/api/ConfigService.lua' | '/etc/init.d/sysctl' | '/bin/sleep' | '/etc/uci-defaults/7.8/99_rpcd_group_migrate' | '/www/assets/app.network.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:58:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/log.lua' | '/sbin/hotplug-call' | '/bin/nice' | '/etc/uci-defaults/7.5/1_network_area_type' | '/www/assets/app.logs.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:59:path,path,5,0.86,5,5,'/usr/lib/lua/api/section_logic.lua' | '/usr/libexec/validate_firmware_image' | '/bin/kill' | '/etc/uci-defaults/7.8/100_add_acl_migrate' | '/www/assets/app.modbus-serial.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:60:path,path,5,0.86,5,5,'/usr/lib/lua/api/schema_validator.lua' | '/etc/opkg/keys/549b682450b01dbb' | '/bin/mktemp' | '/etc/uci-defaults/old/99_landingpage-vuci' | '/www/assets/app.dns.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:61:path,path,5,0.86,5,5,'/usr/lib/lua/api/core/session.lua' | '/etc/shinit' | '/usr/bin/tr' | '/etc/uci-defaults/old/29_ipblock_migrate' | '/www/assets/app.setup-wizard.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:62:path,path,5,0.86,5,5,'/usr/lib/lua/api/delete_logic.lua' | '/usr/local/lib/lib' | '/bin/mknod' | '/etc/uci-defaults/7.5/99_network_route_indexing' | '/lib/upgrade/keep.d/vuci-ui-core',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:63:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/network.lua' | '/lib/upgrade/fwtool.sh' | '/bin/rmdir' | '/etc/uci-defaults/old/99_chilli_user_password_hash' | '/www/assets/app.call-utilities.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:64:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/util_tlt.lua' | '/etc/services' | '/usr/bin/uniq' | '/etc/uci-defaults/7.5/00_sms_utils' | '/usr/share/vuci/menu.d/menu.json',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:65:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/modem.lua' | '/lib/functions/system.sh' | '/usr/bin/tee' | '/etc/uci-defaults/old/91_snmptrap' | '/www/assets/app.services-status.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:66:path,path,5,0.86,5,5,'/www/cgi-bin/api_dispatcher.lua' | '/bin/board_detect' | '/usr/bin/ftpput' | '/etc/uci-defaults/7.9/99_migrate_dropbear_option' | '/www/assets/app.event-juggler.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:67:path,path,5,0.86,5,5,'/usr/lib/lua/api/core/base_info.lua' | '/lib/upgrade/common.sh' | '/usr/bin/flock' | '/etc/uci-defaults/7.7/99-openvpn-bridge-option' | '/www/assets/app.cli.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:68:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/uci.lua' | '/etc/config/pcom_alarms' | '/usr/bin/bzcat' | '/etc/uci-defaults/7.3/00_events_reporting' | '/www/assets/app.administration.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:69:path,path,5,0.86,5,5,'/www/cgi-bin/index' | '/etc/config/buttons' | '/usr/bin/hexdump' | '/etc/uci-defaults/7.8/99_sqm_change_devices' | '/www/assets/app.wireless.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:6:path,path,3,0.52,3,3,'/etc/uci-defaults/ddns.defaults' | '/lib/libgcc_s.so.1' | '/usr/lib/libstdc++.so.6',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:70:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/usb_tools.lua' | '/etc/sysupgrade.conf' | '/etc/profile.d/check_password_expiration.sh' | '/etc/uci-defaults/7.5/99_data_sender_migration' | '/www/tlt_networks_logo.svg.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:71:path,path,5,0.86,5,5,'/usr/lib/lua/api/formdata_parser.lua' | '/etc/board.d/1-board_json' | '/bin/traceroute6' | '/etc/uci-defaults/old/66_ipsec' | '/www/favicon.ico',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
EMBA:sbom:location:72:path,path,5,0.86,5,5,'/usr/lib/lua/vuci/serial.lua' | '/lib/upgrade/keep.d/base-files' | '/usr/bin/sha256sum' | '/etc/uci-defaults/7.11/99_events_log_acl_change' | '/www/assets/app.package-manager.app-2025-07-02-0eab43c.js.gz',ABSOLUTE_PATH,True,False,"Lists installed firmware files; useful for role evidence, not a source Makefile path.",Not testable: no exact-version SDK/GPL artifact was available.
