source_package,installed_component_count,installed_packages,source_structure,is_vendor_specific,makefile_path_candidate,makefile_verified,evidence_origin
feeds/luci/libs/luci-lib-ip,1,luci-lib-ip,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,feeds/luci/libs/luci-lib-ip/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-opcua/vuci-app-opcua-api,1,vuci-app-opcua-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-opcua/vuci-app-opcua-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-opcua/vuci-app-opcua-ui,1,vuci-app-opcua-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-opcua/vuci-app-opcua-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-api,1,vuci-app-openvpn-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-ui,1,vuci-app-openvpn-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-openvpn/vuci-app-openvpn-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-overip/vuci-app-overip-api,1,vuci-app-overip-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-overip/vuci-app-overip-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-overip/vuci-app-overip-ui,1,vuci-app-overip-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-overip/vuci-app-overip-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-overview/vuci-app-overview-api,1,vuci-app-overview-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-overview/vuci-app-overview-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-overview/vuci-app-overview-ui,1,vuci-app-overview-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-overview/vuci-app-overview-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-api,1,vuci-app-package-manager-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-ui,1,vuci-app-package-manager-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-package-manager/vuci-app-package-manager-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-api,1,vuci-app-password-policy-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-ui,1,vuci-app-password-policy-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-password-policy/vuci-app-password-policy-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-api,1,vuci-app-pcom-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-ui,1,vuci-app-pcom-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-pcom/vuci-app-pcom-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-api,1,vuci-app-ports-settings-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-ui,1,vuci-app-ports-settings-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-ports-settings/vuci-app-ports-settings-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-api,1,vuci-app-pptp-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-ui,1,vuci-app-pptp-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-pptp/vuci-app-pptp-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-api,1,vuci-app-profiles-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-ui,1,vuci-app-profiles-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-profiles/vuci-app-profiles-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-api,1,vuci-app-realtime-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-ui,1,vuci-app-realtime-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-realtime/vuci-app-realtime-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-api,1,vuci-app-recipients-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-ui,1,vuci-app-recipients-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-recipients/vuci-app-recipients-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-reset/vuci-app-reset-ui,1,vuci-app-reset-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-reset/vuci-app-reset-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-routes/vuci-app-routes-api,1,vuci-app-routes-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-routes/vuci-app-routes-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-routes/vuci-app-routes-ui,1,vuci-app-routes-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-routes/vuci-app-routes-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-rut-fota/vuci-app-rut-fota-api,1,vuci-app-rut-fota-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-rut-fota/vuci-app-rut-fota-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-rut-fota/vuci-app-rut-fota-ui,1,vuci-app-rut-fota-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-rut-fota/vuci-app-rut-fota-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-services-status/vuci-app-services-status-api,1,vuci-app-services-status-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-services-status/vuci-app-services-status-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-services-status/vuci-app-services-status-ui,1,vuci-app-services-status-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-services-status/vuci-app-services-status-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-setup-wizard/vuci-app-setup-wizard-api,1,vuci-app-setup-wizard-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-setup-wizard/vuci-app-setup-wizard-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-setup-wizard/vuci-app-setup-wizard-ui,1,vuci-app-setup-wizard-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-setup-wizard/vuci-app-setup-wizard-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-side-widget/vuci-app-side-widget-api,1,vuci-app-side-widget-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-side-widget/vuci-app-side-widget-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-side-widget/vuci-app-side-widget-ui,1,vuci-app-side-widget-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-side-widget/vuci-app-side-widget-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-strong-swan/vuci-app-strong-swan-api,1,vuci-app-strong-swan-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-strong-swan/vuci-app-strong-swan-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-strong-swan/vuci-app-strong-swan-ui,1,vuci-app-strong-swan-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-strong-swan/vuci-app-strong-swan-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-system-info/vuci-app-system-info-api,1,vuci-app-system-info-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-system-info/vuci-app-system-info-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-system-status/vuci-app-system-status-api,1,vuci-app-system-status-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-system-status/vuci-app-system-status-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-system-status/vuci-app-system-status-ui,1,vuci-app-system-status-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-system-status/vuci-app-system-status-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-topology/vuci-app-topology-api,1,vuci-app-topology-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-topology/vuci-app-topology-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-troubleshoot/vuci-app-troubleshoot-api,1,vuci-app-troubleshoot-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-troubleshoot/vuci-app-troubleshoot-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-troubleshoot/vuci-app-troubleshoot-ui,1,vuci-app-troubleshoot-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-troubleshoot/vuci-app-troubleshoot-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-ui/vuci-app-ui-api,1,vuci-app-ui-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-ui/vuci-app-ui-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-usb-tools/vuci-app-usb-tools-api,1,vuci-app-usb-tools-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-usb-tools/vuci-app-usb-tools-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-usb-tools/vuci-app-usb-tools-ui,1,vuci-app-usb-tools-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-usb-tools/vuci-app-usb-tools-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-uscripts/vuci-app-uscripts-api,1,vuci-app-uscripts-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-uscripts/vuci-app-uscripts-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-uscripts/vuci-app-uscripts-ui,1,vuci-app-uscripts-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-uscripts/vuci-app-uscripts-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-vlan/vuci-app-vlan-api,1,vuci-app-vlan-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-vlan/vuci-app-vlan-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-vlan/vuci-app-vlan-ui,1,vuci-app-vlan-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-vlan/vuci-app-vlan-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-wireguard/vuci-app-wireguard-api,1,vuci-app-wireguard-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-wireguard/vuci-app-wireguard-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-wireguard/vuci-app-wireguard-ui,1,vuci-app-wireguard-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-wireguard/vuci-app-wireguard-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-wireless/vuci-app-wireless-api,1,vuci-app-wireless-api,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-wireless/vuci-app-wireless-api/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/applications/vuci-app-wireless/vuci-app-wireless-ui,1,vuci-app-wireless-ui,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/applications/vuci-app-wireless/vuci-app-wireless-ui/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
feeds/vuci/vuci-ui-core,1,vuci-ui-core,ONE_SOURCE_ONE_INSTALLED_PACKAGE,True,feeds/vuci/vuci-ui-core/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/base-files,1,base-files,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/base-files/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/boot/uboot-ath79,1,uboot-ath79,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/boot/uboot-ath79/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/firmware/wireless-regdb,1,wireless-regdb,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/firmware/wireless-regdb/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/exfat,1,kmod-fs-exfat,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/kernel/exfat/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/gpio-button-hotplug,1,kmod-gpio-button-hotplug,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/kernel/gpio-button-hotplug/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/linux,134,kernel | kmod-asn1-decoder | kmod-crypto-acompress | kmod-crypto-aead | kmod-crypto-arc4 | kmod-crypto-authenc | kmod-crypto-cbc | kmod-crypto-ccm | kmod-crypto-cmac | kmod-crypto-crc32c | kmod-crypto-ctr | kmod-crypto-deflate | kmod-crypto-des | kmod-crypto-ecb | kmod-crypto-echainiv | kmod-crypto-gcm | kmod-crypto-gf128 | kmod-crypto-ghash | kmod-crypto-hash | kmod-crypto-hmac | kmod-crypto-kpp | kmod-crypto-lib-blake2s | kmod-crypto-lib-chacha20 | kmod-crypto-lib-chacha20poly1305 | kmod-crypto-lib-curve25519 | kmod-crypto-lib-poly1305 | kmod-crypto-manager | kmod-crypto-md5 | kmod-crypto-null | kmod-crypto-pcompress | kmod-crypto-rng | kmod-crypto-seqiv | kmod-crypto-sha1 | kmod-crypto-sha256 | kmod-crypto-sha512 | kmod-fs-autofs4 | kmod-fs-ext4 | kmod-fs-msdos | kmod-fs-ntfs | kmod-fs-vfat | kmod-gpio-nxp-74hc164 | kmod-gre | kmod-gre6 | kmod-hwmon-core | kmod-hwmon-mcp3021 | kmod-hwmon-tla2021 | kmod-i2c-core | kmod-i2c-mt7628 | kmod-ip6-tunnel | kmod-ip6tables | kmod-ipsec | kmod-ipsec4 | kmod-ipsec6 | kmod-ipt-conntrack | kmod-ipt-conntrack-extra | kmod-ipt-core | kmod-ipt-ipopt | kmod-ipt-ipsec | kmod-ipt-ipset | kmod-ipt-nat | kmod-ipt-offload | kmod-ipt-raw | kmod-ipt-raw6 | kmod-iptunnel | kmod-iptunnel4 | kmod-iptunnel6 | kmod-l2tp | kmod-l2tp-eth | kmod-l2tp-ip | kmod-leds-gpio | kmod-lib-crc-ccitt | kmod-lib-crc16 | kmod-lib-crc32c | kmod-lib-textsearch | kmod-lib-zlib-deflate | kmod-lib-zlib-inflate | kmod-mii | kmod-mppe | kmod-nf-conntrack | kmod-nf-conntrack-netlink | kmod-nf-conntrack6 | kmod-nf-flow | kmod-nf-ipt | kmod-nf-ipt6 | kmod-nf-log | kmod-nf-log6 | kmod-nf-nat | kmod-nf-nathelper | kmod-nf-nathelper-extra | kmod-nf-reject | kmod-nf-reject6 | kmod-nfnetlink | kmod-nft-core | kmod-nft-netdev | kmod-nls-base | kmod-nls-cp437 | kmod-nls-iso8859-1 | kmod-nls-utf8 | kmod-ppp | kmod-pppoe | kmod-pppol2tp | kmod-pppox | kmod-pptp | kmod-scsi-core | kmod-slhc | kmod-spi-bitbang | kmod-spi-gpio | kmod-tun | kmod-udptunnel4 | kmod-udptunnel6 | kmod-usb-acm | kmod-usb-core | kmod-usb-ehci | kmod-usb-net | kmod-usb-net-cdc-ether | kmod-usb-net-cdc-ncm | kmod-usb-net-qmi-wwan | kmod-usb-net-rndis | kmod-usb-serial | kmod-usb-serial-ark3116 | kmod-usb-serial-belkin | kmod-usb-serial-ch341 | kmod-usb-serial-ch343 | kmod-usb-serial-cp210x | kmod-usb-serial-cypress-m8 | kmod-usb-serial-ftdi | kmod-usb-serial-option | kmod-usb-serial-pl2303 | kmod-usb-serial-wwan | kmod-usb-storage | kmod-usb-wdm | kmod-usb2 | kmod-wireguard | kmod-xfrm-interface,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/kernel/linux/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/mac80211_515,2,kmod-cfg80211_515 | kmod-mac80211_515,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/kernel/mac80211_515/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/mt76_515,2,kmod-mt76-core_515 | kmod-mt7603_515,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/kernel/mt76_515/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/ovpn-dco,1,kmod-ovpn-dco-v2,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/kernel/ovpn-dco/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/pulse-counter,1,kmod-tlt-pulse-counter,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/kernel/pulse-counter/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/kernel/tlt-gpio,1,kmod-tlt-gpio,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/kernel/tlt-gpio/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/lang/lua/luasocket,1,luasocket,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/lang/lua/luasocket/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/c-ares,1,libcares,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/c-ares/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/davici,1,davici,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/davici/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libcap,2,libcap | libcap-bin,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/libcap/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libcgi,1,libcgi,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libcgi/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libgpiod,2,gpiod-tools | libgpiod,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/libgpiod/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libjson-c,1,libjson-c5,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libjson-c/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libmnl,1,libmnl0,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libmnl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libmodbus,1,libmodbus,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libmodbus/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libnetfilter-conntrack,1,libnetfilter-conntrack3,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libnetfilter-conntrack/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libnfnetlink,1,libnfnetlink0,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libnfnetlink/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libnftnl,1,libnftnl11,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libnftnl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libnl,2,libnl-core200 | libnl-genl200,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/libnl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libnl-tiny,1,libnl-tiny2023-04-02,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libnl-tiny/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libpcap,1,libpcap1,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libpcap/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libubox,5,jshn | libblobmsg-json20240329 | libjson-script20240329 | libubox-lua | libubox20240329,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/libubox/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/libusb,1,libusb-1.0-0,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/libusb/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/luasec,1,luasec,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/luasec/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/luci-lib-jsonc,1,luci-lib-jsonc,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/luci-lib-jsonc/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/lzo,1,liblzo2,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/lzo/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/nghttp2,1,libnghttp2-14,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/nghttp2/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/open62541,1,open62541,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/open62541/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/openssl,4,libopenssl-conf | libopenssl-legacy | libopenssl3 | openssl-util,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/openssl/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/pcre2,1,libpcre2,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/pcre2/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/sqlite3,1,libsqlite3-0,ONE_SOURCE_ONE_INSTALLED_PACKAGE,False,package/libs/sqlite3/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
package/libs/toolchain,6,libatomic1 | libc | libgcc1 | libpthread | librt | libstdcpp6,ONE_SOURCE_MULTIPLE_INSTALLED_PACKAGES,False,package/libs/toolchain/Makefile,False,Exact firmware installed control Source fields; exact SDK/Makefile unavailable.
