primary_cpe,component_count,status,matched_cpe_name_id,deprecated,snapshot_id
cpe:2.3:a:gir1.2-glib-2.0:gir1.2-glib-2.0:2.84.4-3\~deb13u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-harfbuzz-0.0:gir1.2-harfbuzz-0.0:10.2.0-1\+deb13u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-pango-1.0:gir1.2-pango-1.0:1.56.3-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-rsvg-2.0:gir1.2-rsvg-2.0:2.54.7\+dfsg-1\~deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-rsvg-2.0:gir1.2-rsvg-2.0:2.60.0\+dfsg-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:girepository-tools:girepository-tools:2.84.4-3\~deb13u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:git-man:git-man:1\:2.39.5-0\+deb12u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:git-man:git-man:1\:2.47.3-0\+deb13u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:git:git:1\:2.39.5-0\+deb12u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:git:git:1\:2.47.3-0\+deb13u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:glibc-minimal-langpack:glibc-minimal-langpack:2.34-274.0.1.el9_8:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gnu-coreutils:gnu-coreutils:9.7-3ubuntu2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gnupg-l10n:gnupg-l10n:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gnupg-l10n:gnupg-l10n:2.4.7-21\+deb13u1:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gnupg-utils:gnupg-utils:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gnupg:gnupg:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gnupg:gnupg:2.4.7-21\+deb13u1:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gobject-introspection:gobject-introspection:1.68.0-11.el9:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:golang:go:1.24.6:-:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:golang:go:1.26.4:-:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:golang:networking:v0.40.0:*:*:*:*:go:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:golang:x\/sys:v0.1.0:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:golang:x\/sys:v0.33.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:golang:x\/term:v0.32.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gorilla:mux:v1.8.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gorilla:websocket:v1.5.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg-agent:gpg-agent:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg-agent:gpg-agent:2.4.7-21\+deb13u1\+b4:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg-pubkey:gpg-pubkey:8b4efbe6-629ec292:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg-pubkey:gpg-pubkey:8d8b756f-629e59ec:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg-wks-client:gpg-wks-client:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg-wks-server:gpg-wks-server:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg:gpg:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpg:gpg:2.4.7-21\+deb13u1\+b4:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpgconf:gpgconf:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpgconf:gpgconf:2.4.7-21\+deb13u1\+b4:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpgsm:gpgsm:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpgsm:gpgsm:2.4.7-21\+deb13u1\+b4:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpgv:gpgv:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gpgv:gpgv:2.4.8-4ubuntu3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:graceful-fs:graceful-fs:4.2.11:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:grep:grep:3.11-4:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:grep:grep:3.12-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:grep:grep:3.8-5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gustavo_niemeyer_project:python-dateutil:2.9.0.post0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gzip:gzip:1.12-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gzip:gzip:1.13-1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gzip:gzip:1.14-1\~exp2ubuntu1.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:heatwave-chat:heatwave-chat:1.0.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:hicolor-icon-theme:hicolor-icon-theme:0.17-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:hicolor-icon-theme:hicolor-icon-theme:0.18-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:hosted-git-info:hosted-git-info:9.0.3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:hostname:hostname:3.23\+nmu1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:hostname:hostname:3.25:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:hostname:hostname:3.25build1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:http-cache-semantics_project:http-cache-semantics:4.2.0:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:http-proxy-agent:http-proxy-agent:7.0.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:https-proxy-agent_project:https-proxy-agent:7.0.6:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:iconv-lite:iconv-lite:0.7.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:icu-devtools:icu-devtools:72.1-3\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:icu-devtools:icu-devtools:76.1-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ignore-walk:ignore-walk:8.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:imagemagick-6-common:imagemagick-6-common:8\:6.9.11.60\+dfsg-1.6\+deb12u12:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:imagemagick-6.q16:imagemagick-6.q16:8\:6.9.11.60\+dfsg-1.6\+deb12u12:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:imagemagick-7-common:imagemagick-7-common:8\:7.1.1.43\+dfsg1-1\+deb13u11:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:imagemagick-7.q16:imagemagick-7.q16:8\:7.1.1.43\+dfsg1-1\+deb13u11:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:imagemagick:imagemagick:8\:6.9.11.60\+dfsg-1.6\+deb12u12:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:imagemagick:imagemagick:8\:7.1.1.43\+dfsg1-1\+deb13u11:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ini_project:ini:6.0.0:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:init-package-json:init-package-json:8.2.5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:init-system-helpers:init-system-helpers:1.65.2\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:init-system-helpers:init-system-helpers:1.69:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:init-system-helpers:init-system-helpers:1.69\~deb13u1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:is-cidr:is-cidr:6.0.4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:isaacs:glob:13.0.6:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:isaacs:isexe:4.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:isaacs:lru-cache:11.5.1:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:jeff_forcier_\<jeff_project:python-paramiko:4.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:jeff_forcier_project:python-invoke:2.2.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:jonschlinkert:picomatch:4.0.4:*:*:*:*:node.js:*:*,1,OFFICIAL_ACTIVE,0faab362-bf60-4123-bc67-074103930f8e,False,20260725T035002Z
cpe:2.3:a:json-parse-even-better-errors:json-parse-even-better-errors:5.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:json-stringify-nice:json-stringify-nice:1.1.4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:juliangruber:brace-expansion:5.0.6:*:*:*:*:node.js:*:*,1,OFFICIAL_ACTIVE,a4e5ed5b-1858-4c31-911c-40159ca977e6,False,20260725T035002Z
cpe:2.3:a:just-diff-apply:just-diff-apply:5.5.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:just-diff:just-diff:6.0.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:keyutils-libs:keyutils-libs:1.6.3-1.el9:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:kirill_simonov_project:python-pyyaml:6.0.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:kpdecker:jsdiff:8.0.4:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:krb5-multidev:krb5-multidev:1.20.1-2\+deb12u5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:krb5-multidev:krb5-multidev:1.21.3-5\+deb13u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:less:less:668-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libabsl20240722:libabsl20240722:20240722.0-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libacl1:libacl1:2.3.1-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libacl1:libacl1:2.3.2-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libacl1:libacl1:2.3.2-2\+b1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaom3:libaom3:3.12.1-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaom3:libaom3:3.6.0-1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libapk:libapk:3.0.6-r0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libapr1:libapr1:1.7.2-3\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libapr1t64:libapr1t64:1.7.5-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaprutil1:libaprutil1:1.6.3-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaprutil1t64:libaprutil1t64:1.6.3-3\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libapt-pkg6.0:libapt-pkg6.0:2.6.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libapt-pkg7.0:libapt-pkg7.0:3.0.3:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libapt-pkg7.0:libapt-pkg7.0:3.2.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libasan8:libasan8:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libasan8:libasan8:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libassuan0:libassuan0:2.5.5-5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libassuan9:libassuan9:3.0.2-2:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libatomic1:libatomic1:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libatomic1:libatomic1:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libattr1:libattr1:1\:2.5.1-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libattr1:libattr1:1\:2.5.2-3:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libattr1:libattr1:1\:2.5.2-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaudit-common:libaudit-common:1\:3.0.9-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaudit-common:libaudit-common:1\:4.0.2-2:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaudit-common:libaudit-common:1\:4.1.2-1build1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaudit1:libaudit1:1\:3.0.9-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaudit1:libaudit1:1\:4.0.2-2\+b2:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libaudit1:libaudit1:1\:4.1.2-1build1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libavif16:libavif16:1.2.1-1.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbinutils:libbinutils:2.40-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbinutils:libbinutils:2.44-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libblkid-dev:libblkid-dev:2.38.1-5\+deb12u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libblkid-dev:libblkid-dev:2.41-5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libblkid1:libblkid1:2.38.1-5\+deb12u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libblkid1:libblkid1:2.41-5:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libblkid1:libblkid1:2.41.3-3ubuntu2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbluetooth-dev:libbluetooth-dev:5.82-1.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbluetooth3:libbluetooth3:5.82-1.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbrotli-dev:libbrotli-dev:1.0.9-2\+b6:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbrotli-dev:libbrotli-dev:1.1.0-2\+b7:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbrotli1:libbrotli1:1.0.9-2\+b6:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbrotli1:libbrotli1:1.1.0-2\+b7:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbsd0:libbsd0:0.11.7-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbsd0:libbsd0:0.12.2-2:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbsd0:libbsd0:0.12.2-2build2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbz2-1.0:libbz2-1.0:1.0.8-5\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbz2-1.0:libbz2-1.0:1.0.8-6:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbz2-1.0:libbz2-1.0:1.0.8-6build2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbz2-dev:libbz2-dev:1.0.8-5\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libbz2-dev:libbz2-dev:1.0.8-6:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-bin:libc-bin:2.36-9\+deb12u14:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-bin:libc-bin:2.41-12\+deb13u3:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-bin:libc-bin:2.43-2ubuntu2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-dev-bin:libc-dev-bin:2.36-9\+deb12u14:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-dev-bin:libc-dev-bin:2.41-12\+deb13u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-gconv-modules-extra:libc-gconv-modules-extra:2.43-2ubuntu2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc-l10n:libc-l10n:2.41-12\+deb13u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc6-dev:libc6-dev:2.36-9\+deb12u14:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc6-dev:libc6-dev:2.41-12\+deb13u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc6:libc6:2.36-9\+deb12u14:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc6:libc6:2.41-12\+deb13u3:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libc6:libc6:2.43-2ubuntu2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo-gobject2:libcairo-gobject2:1.16.0-7:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo-gobject2:libcairo-gobject2:1.18.4-1\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo-script-interpreter2:libcairo-script-interpreter2:1.16.0-7:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo-script-interpreter2:libcairo-script-interpreter2:1.18.4-1\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo2-dev:libcairo2-dev:1.16.0-7:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo2-dev:libcairo2-dev:1.18.4-1\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo2:libcairo2:1.16.0-7:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcairo2:libcairo2:1.18.4-1\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcap-ng0:libcap-ng0:0.8.3-1\+b3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcap-ng0:libcap-ng0:0.8.5-4\+b1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcap-ng0:libcap-ng0:0.8.5-4build5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcap2:libcap2:1\:2.66-4\+deb12u3\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcap2:libcap2:1\:2.75-10\+deb13u1\+b1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcbor0.10:libcbor0.10:0.10.2-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcbor0.8:libcbor0.8:0.8.0-2\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcc1-0:libcc1-0:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcc1-0:libcc1-0:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcom-err2:libcom-err2:1.47.0-2\+b2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcom-err2:libcom-err2:1.47.2-3\+b11:*:*:*:*:*:*:*,3,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcom-err2:libcom-err2:1.47.2-3ubuntu4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcrypt-dev:libcrypt-dev:1\:4.4.33-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcrypt-dev:libcrypt-dev:1\:4.4.38-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcrypt1:libcrypt1:1\:4.4.33-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcrypt1:libcrypt1:1\:4.4.38-1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:libcrypt1:libcrypt1:1\:4.5.1-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
