component_id,image_id,image_reference,component_name,component_version,primary_cpe,status,matched_cpe_name_id,deprecated,snapshot_id
162481,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request_error.py,,,NOT_PRESENT,,,20260725T035002Z
162484,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request_log_entry_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162483,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request_log_entry.py,,,NOT_PRESENT,,,20260725T035002Z
162480,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request.py,,,NOT_PRESENT,,,20260725T035002Z
162485,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request_resource.py,,,NOT_PRESENT,,,20260725T035002Z
162487,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request_summary_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162486,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/desktops/models/work_request_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162488,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/developer_tool_configuration.py,,,NOT_PRESENT,,,20260725T035002Z
162491,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/devops_client_composite_operations.py,,,NOT_PRESENT,,,20260725T035002Z
162490,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/devops_client.py,,,NOT_PRESENT,,,20260725T035002Z
162489,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/__init__.py,,,NOT_PRESENT,,,20260725T035002Z
162493,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/absolute_wait_criteria.py,,,NOT_PRESENT,,,20260725T035002Z
162494,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/absolute_wait_criteria_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162495,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/actual_build_runner_shape_config.py,,,NOT_PRESENT,,,20260725T035002Z
162496,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approval_action.py,,,NOT_PRESENT,,,20260725T035002Z
162497,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approval_activity_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162498,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approval_policy.py,,,NOT_PRESENT,,,20260725T035002Z
162500,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approval_rule_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162501,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approval_rule_merge_check.py,,,NOT_PRESENT,,,20260725T035002Z
162499,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approval_rule.py,,,NOT_PRESENT,,,20260725T035002Z
162502,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/approve_deployment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162503,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/automated_deploy_stage_rollback_policy.py,,,NOT_PRESENT,,,20260725T035002Z
162504,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/backend_set_ip_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162505,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_app_password_connection.py,,,NOT_PRESENT,,,20260725T035002Z
162506,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_app_password_connection_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162507,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_build_run_source.py,,,NOT_PRESENT,,,20260725T035002Z
162508,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_build_source.py,,,NOT_PRESENT,,,20260725T035002Z
162510,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_filter_attributes.py,,,NOT_PRESENT,,,20260725T035002Z
162511,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_filter_exclusion_attributes.py,,,NOT_PRESENT,,,20260725T035002Z
162509,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_filter.py,,,NOT_PRESENT,,,20260725T035002Z
162513,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_trigger_create_result.py,,,NOT_PRESENT,,,20260725T035002Z
162512,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_trigger.py,,,NOT_PRESENT,,,20260725T035002Z
162514,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_cloud_trigger_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162515,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_access_token_connection.py,,,NOT_PRESENT,,,20260725T035002Z
162516,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_build_run_source.py,,,NOT_PRESENT,,,20260725T035002Z
162517,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_build_source.py,,,NOT_PRESENT,,,20260725T035002Z
162519,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_filter_attributes.py,,,NOT_PRESENT,,,20260725T035002Z
162518,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_filter.py,,,NOT_PRESENT,,,20260725T035002Z
162520,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_token_connection_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162522,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_trigger_create_result.py,,,NOT_PRESENT,,,20260725T035002Z
162521,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_trigger.py,,,NOT_PRESENT,,,20260725T035002Z
162523,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/bitbucket_server_trigger_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162524,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_merge_check.py,,,NOT_PRESENT,,,20260725T035002Z
162525,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_outputs.py,,,NOT_PRESENT,,,20260725T035002Z
162527,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162529,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_parameter_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162528,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_parameter.py,,,NOT_PRESENT,,,20260725T035002Z
162526,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline.py,,,NOT_PRESENT,,,20260725T035002Z
162531,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_stage_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162533,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_stage_predecessor_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162532,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_stage_predecessor.py,,,NOT_PRESENT,,,20260725T035002Z
162530,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162534,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_stage_run_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162535,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162536,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_pipeline_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162539,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_argument_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162538,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_argument.py,,,NOT_PRESENT,,,20260725T035002Z
162548,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_runner_shape_config.py,,,NOT_PRESENT,,,20260725T035002Z
162540,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162541,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_progress_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162537,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run.py,,,NOT_PRESENT,,,20260725T035002Z
162543,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_snapshot_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162542,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_snapshot.py,,,NOT_PRESENT,,,20260725T035002Z
162544,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_snapshot_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162545,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_source.py,,,NOT_PRESENT,,,20260725T035002Z
162547,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_summary_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162546,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_run_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162550,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_source_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162549,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_source.py,,,NOT_PRESENT,,,20260725T035002Z
162551,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162552,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_stage_run_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162553,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_stage_run_step.py,,,NOT_PRESENT,,,20260725T035002Z
162554,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/build_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162555,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/ca_cert_verify.py,,,NOT_PRESENT,,,20260725T035002Z
162556,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/cancel_build_run_details.py,,,NOT_PRESENT,,,20260725T035002Z
162557,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/cancel_deployment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162558,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/change_project_compartment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162559,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/comment_activity_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162560,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/commit_activity_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162561,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/commit_analytics_author_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162562,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/commit_analytics_author_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162563,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/commit_info.py,,,NOT_PRESENT,,,20260725T035002Z
162564,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/commit_message_settings.py,,,NOT_PRESENT,,,20260725T035002Z
162566,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_blue_green_deploy_stage_execution_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162565,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_blue_green_deploy_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162567,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_blue_green_deploy_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162569,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_blue_green_traffic_shift_deploy_stage_execution_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162568,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_blue_green_traffic_shift_deploy_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162570,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_blue_green_traffic_shift_deploy_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162571,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_by_ids_selector.py,,,NOT_PRESENT,,,20260725T035002Z
162572,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_by_query_selector.py,,,NOT_PRESENT,,,20260725T035002Z
162574,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_approval_deploy_stage_execution_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162573,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_approval_deploy_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162575,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_approval_deploy_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162577,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_deploy_stage_execution_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162576,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_deploy_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162578,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_deploy_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162580,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_traffic_shift_deploy_stage_execution_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162579,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_traffic_shift_deploy_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162581,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_canary_traffic_shift_deploy_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162582,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_deploy_environment.py,,,NOT_PRESENT,,,20260725T035002Z
162583,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_deploy_environment_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162585,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_deploy_stage_execution_progress.py,,,NOT_PRESENT,,,20260725T035002Z
162584,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_deploy_stage.py,,,NOT_PRESENT,,,20260725T035002Z
162586,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_deploy_stage_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162588,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_failure_policy_by_count.py,,,NOT_PRESENT,,,20260725T035002Z
162589,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_failure_policy_by_percentage.py,,,NOT_PRESENT,,,20260725T035002Z
162587,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_failure_policy.py,,,NOT_PRESENT,,,20260725T035002Z
162590,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_linear_rollout_policy_by_count.py,,,NOT_PRESENT,,,20260725T035002Z
162591,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_linear_rollout_policy_by_percentage.py,,,NOT_PRESENT,,,20260725T035002Z
162592,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_rollout_policy.py,,,NOT_PRESENT,,,20260725T035002Z
162594,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_selector_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162593,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/compute_instance_group_selector.py,,,NOT_PRESENT,,,20260725T035002Z
162595,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/conflict_merge_check.py,,,NOT_PRESENT,,,20260725T035002Z
162597,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/connection_collection.py,,,NOT_PRESENT,,,20260725T035002Z
162596,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/connection.py,,,NOT_PRESENT,,,20260725T035002Z
162598,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/connection_summary.py,,,NOT_PRESENT,,,20260725T035002Z
162599,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/connection_validation_result.py,,,NOT_PRESENT,,,20260725T035002Z
162600,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/container_config.py,,,NOT_PRESENT,,,20260725T035002Z
162601,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/container_instance_config.py,,,NOT_PRESENT,,,20260725T035002Z
162602,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/container_registry_delivered_artifact.py,,,NOT_PRESENT,,,20260725T035002Z
162603,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/count_based_approval_policy.py,,,NOT_PRESENT,,,20260725T035002Z
162604,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_absolute_wait_criteria_details.py,,,NOT_PRESENT,,,20260725T035002Z
162605,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_bitbucket_cloud_app_password_connection_details.py,,,NOT_PRESENT,,,20260725T035002Z
162606,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_bitbucket_cloud_trigger_details.py,,,NOT_PRESENT,,,20260725T035002Z
162607,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_bitbucket_server_access_token_connection_details.py,,,NOT_PRESENT,,,20260725T035002Z
162608,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_bitbucket_server_trigger_details.py,,,NOT_PRESENT,,,20260725T035002Z
162609,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_build_pipeline_details.py,,,NOT_PRESENT,,,20260725T035002Z
162610,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_build_pipeline_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162611,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_build_run_details.py,,,NOT_PRESENT,,,20260725T035002Z
162612,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_build_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162613,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_blue_green_deploy_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162614,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_blue_green_traffic_shift_deploy_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162615,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_canary_approval_deploy_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162616,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_canary_deploy_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162617,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_canary_traffic_shift_deploy_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162618,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_deploy_environment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162619,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_compute_instance_group_deploy_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162620,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_connection_details.py,,,NOT_PRESENT,,,20260725T035002Z
162621,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_deliver_artifact_stage_details.py,,,NOT_PRESENT,,,20260725T035002Z
162622,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_deploy_artifact_details.py,,,NOT_PRESENT,,,20260725T035002Z
162623,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_deploy_environment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162628,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_deployment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162624,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_deploy_pipeline_deployment_details.py,,,NOT_PRESENT,,,20260725T035002Z
162625,20,docker.io/library/mysql:9.7.1,/usr/lib/mysqlsh/lib/python3.13/site-packages/oci/devops/models/create_deploy_pipeline_details.py,,,NOT_PRESENT,,,20260725T035002Z
